DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y,Labels
0.07756821829855537,0.012830171564489755,0.03255678791107667,0.07804438620915569,0.04906305109131692,0.010880369092735613,0.015991899514626786,0.02700741860987922,0.02651457924157728,0.0194062215826763,0.01895659012354505,0.018783615435685887,0.024272371315008236,0.023310322684218978,0.010287728502336257,0.3362607568077331,0.13670613562970937,0.12374245472837021,0.02356637168141593,0.026317578343556036,nonDRNA
0.12255216693418941,0.037931147433587734,0.0336610645614375,0.08776240002183823,0.012644189218218423,0.011720182632868602,0.03570198740653286,0.016901350881854037,0.01892819372801243,0.016947966943470137,0.011650576204447401,0.021178190715612482,0.02176228659348463,0.05822229357307219,0.028450077875235676,0.11534834374631617,0.1894042214630037,0.10378940308517774,0.08661504424778761,0.02533975455054094,nonDRNA
0.05746388443017657,0.0,0.02772315590642709,0.0,0.008257939461760195,0.008754258864550833,0.0,0.012486971449592283,0.0334318951934906,0.011821606659271917,0.009637778993766378,0.03928297016851544,0.012757542582674992,0.010820356397495585,0.015575047135011066,0.07774372273959684,0.2718210324331914,0.06522468142186452,0.010287610619469027,0.016032127002055,nonDRNA
0.09137239165329053,0.036195093190081566,0.01631229718603187,0.04408593344798405,0.01173496660355396,0.010290373504414337,0.02444493637675456,0.01751445913633484,0.03158655817667753,0.03156758701322061,0.011342607232321344,0.023968132007489578,0.015070371137477685,0.02925028094397174,0.021733338798262156,0.21095131439349288,0.15280572845977441,0.08832159624413145,0.10336283185840708,0.02958047698976684,nonDRNA
0.06147672552166934,0.021545718194805948,0.026473579696808254,0.1019845494499495,0.02114691938392674,0.012884227982799768,0.015651646333464515,0.03830904743414196,0.035665724213843265,0.027040801031267797,0.026312099056020104,0.023774178869551597,0.014271483662257993,0.02717397120993204,0.009421878842528077,0.23028409760697868,0.14264988065708803,0.07729711602951041,0.02333628318584071,0.02973211811274779,RNA
0.04614767255216694,0.0,0.0,0.0,0.010481038711901324,0.006054098874756162,0.010027220254492982,0.0,0.010769861653680962,0.013560372135783594,0.005964149111976969,0.011405936457968117,0.01669280310875719,0.009487879274361856,0.0024643413394540535,0.12418955558175174,0.07478822483268592,0.06069751844399732,0.0,0.0,RNA
0.10947030497592296,0.0884505778868516,0.05746113236789849,0.25067562034231433,0.05411373275849148,0.04848062847818345,0.05058293978748524,0.06350779669330281,0.08746465801912244,0.053472034855252766,0.02576490418590327,0.09400759401132387,0.028113935161897998,0.023706319901535825,0.03628371177965407,0.3394435930684899,0.2598399400945383,0.2015425888665325,0.06314601769911504,0.07500483682892266,nonDRNA
0.11773675762439807,0.03610186531343464,0.031065045769361168,0.047661944148718376,0.013873138466611047,0.011863695073271074,0.044815033451397084,0.0288365249024136,0.020395830185828676,0.014609627164713052,0.021813552284607324,0.026437304648161547,0.030707853754277994,0.10388505378070316,0.014693827362898598,0.12666509489567368,0.17059016239996258,0.08362676056338028,0.07258407079646018,0.027928111649698543,nonDRNA
0.12969502407704656,0.025186644728719475,0.015072407613696907,0.06616984685938908,0.022295936973887327,0.010747487203474064,0.033127541650268925,0.01754511454905888,0.03440312520233958,0.01535909504251981,0.010072235222301353,0.023736880189178907,0.034889684488761334,0.04411087922084872,0.013894581523075662,0.21077449015678415,0.2999953198858052,0.08056673373574781,0.0826283185840708,0.013093426618768987,nonDRNA
0.05959069020866774,0.0,0.02670605899162106,0.057216171211748976,0.02780122994839412,0.010120284686159555,0.045257772530499805,0.027273098853487564,0.041136986597025874,0.013410478560222242,0.03873809713671347,0.0534117102936898,0.02633862966140979,0.04500989993043292,0.011133084679072055,0.2697748438052576,0.3604623952824449,0.07365023474178403,0.03419911504424779,0.023352732939066412,nonDRNA
0.13266452648475122,0.01132088783174636,0.04914999757834069,0.07932738241476264,0.01805456334833717,0.008754258864550833,0.013433851502033321,0.04715824324048149,0.03360455830617486,0.013480428895484207,0.020941890104571963,0.025415320805949885,0.016638557662908938,0.02122331032268422,0.0156570210673006,0.12973004833195806,0.09318107361819629,0.16997820254862506,0.04490265486725664,0.012382282042030736,nonDRNA
0.1002808988764045,0.020033914789720747,0.037729452220661604,0.04733437064941447,0.010056401776481108,0.012086936647230475,0.01803341860160042,0.012711777809568576,0.016036086590551012,0.012581067442116097,0.011130878563984677,0.015464032882516618,0.01580021895434506,0.012859206935302616,0.035294901221411594,0.13656725215136156,0.16422520709505314,0.08953722334004025,0.0,0.019321170669469413,nonDRNA
0.13543338683788123,0.12379402182540182,0.02840122051629777,0.052630142221494286,0.02202616762667919,0.01754040938252444,0.043068673750491934,0.022828064008501767,0.018809487838042,0.015528974428156008,0.04256846122753133,0.028824420192013606,0.026890946928228344,0.06091400438807727,0.018951348471186166,0.20399622774961687,0.19534796649038239,0.07067404426559355,0.07093805309734513,0.024246892664229948,nonDRNA
0.09839486356340289,0.007359962910423129,0.0415072407613697,0.08069227199519559,0.01958325631584995,0.009275155870456103,0.023342188114915386,0.07037460914348777,0.031305980618565606,0.0157388254339419,0.04165830292598021,0.05681334994367899,0.007066702172776677,0.03453202761277894,0.014217353881465694,0.2411293174584463,0.19689240417466186,0.06807511737089202,0.05958849557522123,0.015530142594945643,nonDRNA
0.11817817014446229,0.010035854937423937,0.03711919407177799,0.04252995932629051,0.020297645513086313,0.013160622312463791,0.02221484323757051,0.017984508798103455,0.009345390974035785,0.023553277173207023,0.012412249465866314,0.011077708070688459,0.013872039924648144,0.02705089099373896,0.0301100500040987,0.16998703288930803,0.16909252585763096,0.0732729711602951,0.040261061946902654,0.017271401007106217,nonDRNA
0.08635634028892455,0.036399186649768066,0.02158182786845547,0.09917287691425763,0.01944837164224588,0.010864423266024228,0.04214220123311032,0.037317855756064666,0.02432391599939568,0.04207013020755264,0.02055142944348357,0.024967736641477625,0.02163900148928406,0.039043185101942525,0.039250143454381506,0.2729576800660144,0.15182290447886929,0.14168343393695504,0.03306194690265487,0.017585141261549565,nonDRNA
0.16853932584269662,0.02347578720863139,0.03709013415992638,0.07291240138672782,0.018214426665201254,0.022983251566677475,0.05345254492981765,0.020508471112382742,0.029223231821811666,0.021934426557144424,0.0461843469270471,0.027757677933354718,0.020149717430541173,0.025782629635575535,0.01958152307566194,0.1306141695155016,0.22871718069920907,0.16163648558014757,0.13269026548672566,0.03189169686416616,DNA
0.06769662921348316,0.04983911892097552,0.030590400542451688,0.059154314415963756,0.021032017624930684,0.00986515145877738,0.021079299488390397,0.02637387341358239,0.023287937323290094,0.014949385935985451,0.01857437863135289,0.04263239166598286,0.025554536398694164,0.024509016963664577,0.02417206328387573,0.45744430036543676,0.2176253100575654,0.11125083836351442,0.07351327433628319,0.01856819405880538,nonDRNA
0.0904494382022472,0.0,0.0323727418026832,0.10744410777168127,0.03332151010885693,0.024402430143990815,0.03944067296340023,0.07104902822341665,0.04129885826516738,0.03169749477870711,0.031049871725423665,0.03237525456349354,0.01569172806264856,0.04276234815647241,0.034254856955488154,0.1600848756336202,0.2186549351804184,0.1158199195171026,0.044415929203539824,0.07745723981782149,DNA
0.08451043338683788,0.04156703462281765,0.03269240083305081,0.09990991728769143,0.028135943768078292,0.011316221689513493,0.032008395644759276,0.04452187774621406,0.03738156389614314,0.021744561361433382,0.023809851157495884,0.01806002103645573,0.019114122555256383,0.027885695938352866,0.02563734732355111,0.19662855122008724,0.20115130809191745,0.1430248155600268,0.029615044247787613,0.031180552287427905,nonDRNA
0.04205457463884431,0.0,0.03155906427083838,0.059809461414571566,0.0427284671605777,0.008568224219584666,0.013425652630198084,0.022654350003065545,0.035838387326527534,0.018386945268859107,0.03437428679060585,0.035433746354053997,0.035994319022398434,0.01984802268957029,0.006342733010902534,0.18218790522220912,0.13441287967426405,0.059691482226693494,0.0,0.047976113908628375,RNA
0.08711878009630819,0.0,0.02188211362425534,0.07927278683154533,0.03545468624326201,0.026581693127880217,0.026101108487472123,0.01849543234350412,0.022424621759868778,0.012700982302565179,0.01707852933816918,0.025385481861651737,0.05294848655206084,0.026167924225397335,0.025427289122059188,0.18436873747494992,0.11157392240370666,0.09419014084507042,0.07539823008849558,0.01187506863068066,nonDRNA
0.07170947030497593,0.03211322399635152,0.02085533007216545,0.09289438484426611,0.01983803847710208,0.009859836183206919,0.03488619965892693,0.033199811980135295,0.01785984071827855,0.029149303994164145,0.014741264817569629,0.02062617024609669,0.02948486552060834,0.04092149622732381,0.029059758996639068,0.2193799363432748,0.09978003463284504,0.06203890006706908,0.043814159292035394,0.0396149361277132,nonDRNA
