SEP_PC,SEP_NC,SEP_NE,SEP_PO,SEP_NP,SEP_AL,SEP_CY,SEP_AR,SEP_AC,SEP_BS,SEP_NE_pH,SEP_HB,SEP_HL,SEP_NT,SEP_HX,SEP_SC,SEP_SS_HE,SEP_SS_ST,SEP_SS_CO,SEP_SA_BU,SEP_SA_EX,SEP_SA_IN,SEP_TN,SEP_SM,SEP_LR,Labels
0.6766839378238343,0.5576323987538941,0.8350125944584383,0.6094594594594595,0.993993993993994,0.9166666666666666,0.25307125307125306,0.5793871866295265,0.5576323987538941,0.6766839378238343,0.8350125944584383,0.9882005899705014,0.73187414500684,0.8594104308390021,0.43843843843843844,0.2921719955898567,1.0,0.7455138662316476,0.6208791208791209,0.9592476489028213,0.8697478991596639,0.5682593856655289,0.6294498381877023,0.9948979591836735,0.9948979591836735,nonDRNA
0.6290155440414508,0.5732087227414331,0.8123425692695214,0.5202702702702703,1.0,0.952020202020202,0.25552825552825553,0.5612813370473538,0.5732087227414331,0.6290155440414508,0.8123425692695214,0.9852507374631269,0.7222982216142272,0.8276643990929706,0.5005005005005005,0.27563395810363833,0.9236641221374046,0.765089722675367,0.7912087912087912,0.9655172413793103,0.8977591036414566,0.6006825938566552,0.6035598705501618,0.9923469387755102,0.9923469387755102,nonDRNA
0.21347150259067357,0.21391484942886813,0.17506297229219142,0.45945945945945943,0.31231231231231227,0.8762626262626262,0.25307125307125306,0.7729805013927578,0.21391484942886813,0.21347150259067357,0.17506297229219142,0.5486725663716813,0.18467852257181944,0.48072562358276644,0.40440440440440445,0.227122381477398,0.8587786259541984,0.9575856443719413,0.5256410256410255,0.5893416927899686,0.4369747899159664,0.38054607508532423,0.6294498381877023,1.0,1.0,nonDRNA
0.5533678756476684,0.652128764278297,0.8161209068010076,0.5094594594594595,0.996996996996997,0.9595959595959596,0.3058968058968059,0.5612813370473538,0.652128764278297,0.5533678756476684,0.8161209068010076,1.0,0.6388508891928865,0.8684807256235826,0.47647647647647645,0.3009922822491731,0.9274809160305343,0.8042414355628059,0.7399267399267399,0.9780564263322884,0.8711484593837537,0.6348122866894198,0.6148867313915858,1.0,1.0,nonDRNA
0.6466321243523316,0.4994807892004154,0.7808564231738034,0.5959459459459459,1.0,0.9722222222222222,0.3808353808353809,0.6364902506963789,0.4994807892004154,0.6466321243523316,0.7808564231738034,0.9970501474926253,0.7455540355677154,0.7210884353741497,0.43343343343343343,0.23263506063947076,0.9809160305343512,0.7928221859706363,0.6483516483516484,0.9717868338557993,0.8067226890756304,0.6825938566552899,0.6181229773462783,0.9974489795918368,0.9974489795918368,RNA
0.9844559585492227,0.0,0.9370277078085641,0.5527027027027027,0.9339339339339339,0.7752525252525253,0.1855036855036855,0.3593314763231198,0.0,0.9844559585492227,0.9370277078085641,0.9351032448377581,0.9835841313269493,0.5328798185941044,0.5595595595595596,0.2844542447629548,0.8091603053435112,0.4584013050570963,0.47435897435897423,0.7868338557993731,0.6568627450980393,0.5819112627986348,0.6666666666666667,0.9693877551020408,0.9693877551020408,RNA
0.6704663212435233,0.6188992731048806,0.8652392947103275,0.6459459459459459,0.990990990990991,0.9090909090909091,0.6105651105651106,0.44568245125348194,0.6188992731048806,0.6704663212435233,0.8652392947103275,1.0,0.8235294117647058,0.8775510204081631,0.5245245245245246,0.2624035281146637,0.9923664122137404,0.5889070146818923,0.6831501831501829,0.7147335423197493,0.9789915966386556,0.7815699658703071,0.546925566343042,0.9974489795918368,0.9974489795918368,nonDRNA
0.6683937823834197,0.6396677050882659,0.8753148614609572,0.4527027027027027,1.0,0.9469696969696969,0.2272727272727273,0.6044568245125348,0.6396677050882659,0.6683937823834197,0.8753148614609572,0.9970501474926253,0.7017783857729138,0.8299319727891157,0.5015015015015015,0.17750826901874311,0.9809160305343512,0.7748776508972267,0.6776556776556775,0.9843260188087775,0.8613445378151261,0.4999999999999999,0.5711974110032362,0.9923469387755102,0.9923469387755102,nonDRNA
0.6227979274611399,0.612668743509865,0.8324937027707808,0.55,1.0,0.9393939393939393,0.24570024570024573,0.6824512534818942,0.612668743509865,0.6227979274611399,0.8324937027707808,0.9705014749262536,0.6880984952120384,0.782312925170068,0.40240240240240244,0.33076074972436603,0.847328244274809,0.8205546492659054,0.8058608058608058,0.9561128526645768,0.8375350140056024,0.6501706484641638,0.535598705501618,0.9948979591836735,0.9948979591836735,nonDRNA
0.6466321243523316,0.6697819314641745,0.8803526448362721,0.2932432432432432,0.96996996996997,1.0,0.21990171990171992,0.5348189415041783,0.6697819314641745,0.6466321243523316,0.8803526448362721,1.0,0.6210670314637482,0.746031746031746,0.3033033033033033,0.08158765159867695,0.9885496183206107,0.7047308319738987,0.5457875457875457,0.9937304075235109,0.799719887955182,0.2798634812286689,0.6828478964401296,0.9948979591836735,0.9948979591836735,nonDRNA
0.627979274611399,0.5576323987538941,0.8022670025188917,0.7378378378378379,0.960960960960961,0.8838383838383838,0.3255528255528256,0.6392757660167131,0.5576323987538941,0.627979274611399,0.8022670025188917,0.9616519174041298,0.73187414500684,0.9251700680272108,0.5725725725725725,0.227122381477398,0.9809160305343512,0.698205546492659,0.7600732600732599,0.8965517241379309,0.8795518207282915,0.7474402730375426,0.6294498381877023,0.9897959183673469,0.9897959183673469,nonDRNA
0.6663212435233161,0.5358255451713396,0.8161209068010076,0.48783783783783785,1.0,0.9318181818181818,0.2886977886977887,0.5919220055710307,0.5358255451713396,0.6663212435233161,0.8161209068010076,0.9970501474926253,0.761969904240766,0.7505668934240363,0.3913913913913914,0.3065049614112459,0.9847328244274809,0.8042414355628059,0.6263736263736264,0.9686520376175548,0.9257703081232493,0.5938566552901023,0.4223300970873787,0.9005102040816325,0.9005102040816325,nonDRNA
0.6528497409326425,0.6157840083073728,0.8526448362720404,0.55,0.993993993993994,0.952020202020202,0.2592137592137592,0.584958217270195,0.6157840083073728,0.6528497409326425,0.8526448362720404,0.9852507374631269,0.7277701778385773,0.8027210884353742,0.45845845845845845,0.20507166482910694,0.9389312977099236,0.8172920065252854,0.705128205128205,0.9655172413793103,0.8963585434173672,0.5375426621160408,0.5048543689320387,0.9846938775510204,0.9846938775510204,nonDRNA
0.6155440414507772,0.5430944963655244,0.7846347607052896,0.6675675675675675,1.0,0.9823232323232323,0.5663390663390664,0.5194986072423399,0.5430944963655244,0.6155440414507772,0.7846347607052896,0.9646017699115044,0.7770177838577291,0.6303854875283446,0.3733733733733734,0.5259095920617419,0.9541984732824427,0.831973898858075,0.6575091575091573,0.9937304075235109,0.8627450980392158,0.6808873720136517,0.7702265372168284,0.9591836734693877,0.9591836734693877,nonDRNA
0.6621761658031089,0.5929387331256489,0.8463476070528967,0.45540540540540536,0.990990990990991,0.9469696969696969,0.21990171990171992,0.4220055710306407,0.5929387331256489,0.6621761658031089,0.8463476070528967,0.9852507374631269,0.8002735978112174,0.6961451247165532,0.3743743743743744,0.33406835722160966,0.9618320610687022,0.7830342577487764,0.7106227106227105,0.9686520376175548,0.9565826330532214,0.41979522184300344,0.5436893203883495,0.9923469387755102,0.9923469387755102,nonDRNA
0.5253886010362695,0.5576323987538941,0.7317380352644837,0.6459459459459459,0.996996996996997,0.904040404040404,0.36363636363636365,0.7270194986072424,0.5576323987538941,0.5253886010362695,0.7317380352644837,1.0,0.7264021887824897,0.8480725623582768,0.5305305305305306,0.26350606394707826,0.7061068702290078,0.8548123980424144,0.8571428571428571,0.9341692789968651,0.9159663865546218,0.7030716723549487,0.6407766990291263,0.9464285714285714,0.9464285714285714,nonDRNA
0.6010362694300518,0.5690550363447561,0.7909319899244333,0.7594594594594594,0.9519519519519519,0.8383838383838386,0.35626535626535627,0.6072423398328691,0.5690550363447561,0.6010362694300518,0.7909319899244333,0.9911504424778761,0.7250341997264023,0.8775510204081631,0.6276276276276276,0.25027563395810365,0.916030534351145,0.7716150081566068,0.7948717948717948,0.8714733542319748,0.9005602240896359,0.7440273037542661,0.5889967637540453,0.9974489795918368,0.9974489795918368,DNA
0.6238341968911917,0.5534787123572171,0.7972292191435768,0.5,0.984984984984985,0.9949494949494949,0.28992628992628994,0.584958217270195,0.5534787123572171,0.6238341968911917,0.7972292191435768,0.9941002949852508,0.6689466484268126,0.8299319727891157,0.40240240240240244,0.21940463065049615,0.9923664122137404,0.732463295269168,0.6904761904761904,0.9937304075235109,0.8361344537815126,0.5870307167235495,0.6877022653721684,0.9974489795918368,0.9974489795918368,nonDRNA
0.6694300518134716,0.5119418483904465,0.8047858942065491,0.5621621621621622,1.0,0.9595959595959596,0.3808353808353809,0.4317548746518106,0.5119418483904465,0.6694300518134716,0.8047858942065491,0.9587020648967551,0.8043775649794801,0.9138321995464852,0.5585585585585586,0.13891951488423374,0.9389312977099236,0.5905383360522023,0.8974358974358972,0.9373040752351096,0.9103641456582635,0.6348122866894198,0.7977346278317152,0.9336734693877551,0.9336734693877551,DNA
0.5585492227979275,0.5077881619937695,0.7204030226700252,0.6459459459459459,1.0,0.9368686868686869,0.3538083538083538,0.6601671309192201,0.5077881619937695,0.5585492227979275,0.7204030226700252,0.9970501474926253,0.7209302325581396,0.8435374149659864,0.5225225225225225,0.2646085997794928,0.916030534351145,0.7585644371941273,0.8058608058608058,0.9592476489028213,0.8557422969187676,0.6928327645051193,0.6779935275080907,0.9897959183673469,0.9897959183673469,nonDRNA
