RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y,Labels
0.1742857142857143,0.4672897196261682,0.18796992481203006,0.10103420843277645,0.39370078740157477,0.09876543209876544,0.14619883040935672,0.42016806722689076,0.3575,0.2975,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.04726270185112249,0.0851221317542561,0.3448275862068966,0.5780346820809249,0.4444444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.18796992481203006,0.07955449482895784,0.39370078740157477,0.08818342151675485,0.14619883040935672,0.49159663865546216,0.25,0.3,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.4310344827586207,0.0,0.4444444444444444,nonDRNA
0.16857142857142857,0.4672897196261682,0.18796992481203006,0.0883054892601432,0.4330708661417323,0.11022927689594357,0.14619883040935672,0.5084033613445378,0.275,0.2875,0.3333333333333333,0.13844252163164403,0.09737098344693282,0.05075268817204301,0.4291497975708502,0.04844426939740055,0.0843819393042191,0.3724137931034483,0.5780346820809249,0.47555555555555556,nonDRNA
0.18,0.4672897196261682,0.18796992481203006,0.07955449482895784,0.39370078740157477,0.08818342151675485,0.19444444444444445,0.42016806722689076,0.3225,0.25,0.3333333333333333,0.12360939431396786,0.11587147030185005,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.3827586206896552,0.5780346820809249,0.4444444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.25,0.09387430389817024,0.39370078740157477,0.11022927689594357,0.14619883040935672,0.5504201680672269,0.2825,0.25,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.05238282788499409,0.07401924500370097,0.41379310344827586,0.5780346820809249,0.4444444444444444,nonDRNA
0.16857142857142857,0.4672897196261682,0.22556390977443608,0.08273667462211615,0.39370078740157477,0.10670194003527336,0.1827485380116959,0.4621848739495799,0.28,0.26,0.39666666666666667,0.12855377008652658,0.10029211295034081,0.043010752688172046,0.43724696356275305,0.043717999212288305,0.08364174685418208,0.4068965517241379,0.647398843930636,0.5022222222222221,nonDRNA
0.19,0.4672897196261682,0.2349624060150376,0.09228321400159108,0.4370078740157481,0.08818342151675485,0.14619883040935672,0.44537815126050423,0.2725,0.305,0.3333333333333333,0.14215080346106304,0.10516066212268745,0.053763440860215055,0.44129554655870445,0.05356439543127216,0.0851221317542561,0.3448275862068966,0.5780346820809249,0.4444444444444444,DNA
0.14285714285714285,0.4672897196261682,0.20864661654135339,0.09387430389817024,0.39370078740157477,0.11728395061728396,0.14619883040935672,0.5756302521008404,0.28,0.29,0.3333333333333333,0.14091470951792334,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.36551724137931035,0.5780346820809249,0.5377777777777778,nonDRNA
0.18714285714285714,0.0,0.2105263157894737,0.08910103420843278,0.39370078740157477,0.14285714285714288,0.16666666666666666,0.42016806722689076,0.2675,0.25,0.3933333333333333,0.17058096415327564,0.09737098344693282,0.04688172043010753,0.4291497975708502,0.04411185506104766,0.07920059215396004,0.39999999999999997,0.5780346820809249,0.4444444444444444,DNA
0.1657142857142857,0.4672897196261682,0.20112781954887218,0.08512330946698489,0.4370078740157481,0.10141093474426807,0.15935672514619884,0.42016806722689076,0.2675,0.315,0.3566666666666667,0.14956736711990112,0.09737098344693282,0.04516129032258065,0.4493927125506073,0.044505710909807004,0.08956328645447817,0.4241379310344828,0.5780346820809249,0.4444444444444444,nonDRNA
0.21428571428571427,0.0,0.18796992481203006,0.07955449482895784,0.39370078740157477,0.11552028218694886,0.14619883040935672,0.42016806722689076,0.36,0.25,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4939271255060728,0.05238282788499409,0.09844559585492228,0.4310344827586207,0.0,0.4444444444444444,RNA
0.14285714285714285,0.0,0.18796992481203006,0.09864757358790771,0.39370078740157477,0.08818342151675485,0.14619883040935672,0.42016806722689076,0.35,0.3525,0.3333333333333333,0.14462299134734238,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.046474990153603776,0.07401924500370097,0.5172413793103449,0.5780346820809249,0.4444444444444444,nonDRNA
0.19714285714285712,0.4672897196261682,0.20300751879699247,0.07955449482895784,0.39370078740157477,0.09347442680776015,0.14619883040935672,0.4957983193277311,0.285,0.275,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.04411185506104766,0.08882309400444115,0.41724137931034483,0.5780346820809249,0.4444444444444444,nonDRNA
0.17142857142857143,0.4672897196261682,0.19736842105263158,0.07955449482895784,0.42913385826771655,0.09523809523809525,0.14619883040935672,0.4831932773109244,0.27,0.2825,0.3333333333333333,0.13844252163164403,0.09737098344693282,0.048172043010752695,0.4493927125506073,0.04214257581725089,0.07920059215396004,0.37931034482758624,0.5780346820809249,0.4444444444444444,nonDRNA
0.17857142857142858,0.4672897196261682,0.21992481203007516,0.09069212410501193,0.44488188976377946,0.11463844797178131,0.15789473684210528,0.4663865546218488,0.2975,0.27,0.37333333333333335,0.14585908529048208,0.10126582278481014,0.043010752688172046,0.4736842105263157,0.04568727845608507,0.08142116950407106,0.3448275862068966,0.5780346820809249,0.4444444444444444,nonDRNA
0.16428571428571428,0.4672897196261682,0.23120300751879697,0.0914876690533015,0.39370078740157477,0.08818342151675485,0.14619883040935672,0.4705882352941177,0.28,0.2975,0.3333333333333333,0.12360939431396786,0.10808179162609544,0.06150537634408602,0.43724696356275305,0.03938558487593541,0.08364174685418208,0.4103448275862069,0.5780346820809249,0.5066666666666666,nonDRNA
0.14285714285714285,0.4672897196261682,0.2349624060150376,0.10262529832935562,0.39370078740157477,0.08818342151675485,0.0,0.42016806722689076,0.25,0.25,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.0,0.0,0.03938558487593541,0.07401924500370097,0.3448275862068966,0.5780346820809249,0.4444444444444444,nonDRNA
0.18,0.4672897196261682,0.46240601503759393,0.08671439936356405,0.39370078740157477,0.0943562610229277,0.14619883040935672,0.44537815126050423,0.4425,0.2825,0.3333333333333333,0.14585908529048208,0.13437195715676728,0.05720430107526882,0.4048582995951417,0.04332414336352895,0.07772020725388601,0.40344827586206894,0.5780346820809249,0.4444444444444444,nonDRNA
0.16285714285714284,0.4672897196261682,0.18796992481203006,0.08591885441527447,0.39370078740157477,0.0943562610229277,0.14619883040935672,0.5252100840336135,0.275,0.2875,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.0632258064516129,0.5384615384615384,0.04489956675856636,0.09844559585492228,0.3827586206896552,0.5780346820809249,0.4444444444444444,RNA
0.16285714285714284,0.4672897196261682,0.22368421052631576,0.15513126491646778,0.39370078740157477,0.08818342151675485,0.14619883040935672,0.42016806722689076,0.25,0.2775,0.39999999999999997,0.14091470951792334,0.10613437195715678,0.043010752688172046,0.5060728744939271,0.06498621504529342,0.07401924500370097,0.4241379310344828,0.5780346820809249,0.5555555555555556,nonDRNA
0.14285714285714285,0.4672897196261682,0.20488721804511278,0.12330946698488465,0.452755905511811,0.10670194003527336,0.14619883040935672,0.4495798319327732,0.3275,0.3125,0.3933333333333333,0.13349814585908532,0.10905550146056477,0.04774193548387097,0.46153846153846145,0.0429302875147696,0.07401924500370097,0.47241379310344833,0.5780346820809249,0.5022222222222221,nonDRNA
0.14285714285714285,0.0,0.18796992481203006,0.08910103420843278,0.452755905511811,0.09876543209876544,0.14619883040935672,0.4705882352941177,0.2675,0.2725,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4534412955465587,0.03938558487593541,0.07401924500370097,0.37586206896551727,0.5780346820809249,0.4444444444444444,nonDRNA
0.22428571428571428,0.4672897196261682,0.20488721804511278,0.0914876690533015,0.48031496062992124,0.09788359788359789,0.16520467836257308,0.42016806722689076,0.25,0.3,0.3333333333333333,0.14091470951792334,0.09737098344693282,0.04602150537634409,0.4048582995951417,0.04332414336352895,0.08290155440414508,0.3689655172413793,0.5780346820809249,0.4444444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.18796992481203006,0.07955449482895784,0.39370078740157477,0.08818342151675485,0.14619883040935672,0.5882352941176471,0.285,0.3825,0.3333333333333333,0.13597033374536466,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.4068965517241379,0.5780346820809249,0.5555555555555556,nonDRNA
0.14285714285714285,0.4672897196261682,0.18796992481203006,0.07955449482895784,0.39370078740157477,0.10141093474426807,0.0,0.4789915966386554,0.3175,0.3125,0.3333333333333333,0.14585908529048208,0.09737098344693282,0.050322580645161284,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.3862068965517242,0.5780346820809249,0.4444444444444444,nonDRNA
0.16714285714285712,0.4672897196261682,0.20300751879699247,0.07955449482895784,0.44094488188976383,0.10229276895943562,0.1783625730994152,0.42016806722689076,0.25,0.3025,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4534412955465587,0.043717999212288305,0.07401924500370097,0.41724137931034483,0.5780346820809249,0.4444444444444444,nonDRNA
0.17714285714285713,0.4672897196261682,0.2105263157894737,0.09864757358790771,0.4330708661417323,0.10670194003527336,0.14619883040935672,0.42016806722689076,0.25,0.275,0.38999999999999996,0.13226205191594562,0.09737098344693282,0.059354838709677414,0.4048582995951417,0.04214257581725089,0.07846039970392303,0.3862068965517242,0.5780346820809249,0.5155555555555555,nonDRNA
0.45142857142857146,0.4672897196261682,0.18796992481203006,0.10580747812251393,0.39370078740157477,0.3403880070546737,0.2894736842105263,0.42016806722689076,0.25,0.2825,0.3333333333333333,0.12360939431396786,0.2142161635832522,0.049892473118279566,0.4898785425101214,0.06774320598660889,0.09104367135455219,0.3448275862068966,0.5780346820809249,0.5644444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.18796992481203006,0.07955449482895784,0.4921259842519685,0.09876543209876544,0.14619883040935672,0.4705882352941177,0.25,0.3675,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.046474990153603776,0.08290155440414508,0.4482758620689655,0.5780346820809249,0.4444444444444444,nonDRNA
0.16285714285714284,0.4672897196261682,0.20300751879699247,0.07955449482895784,0.39370078740157477,0.10141093474426807,0.14619883040935672,0.4831932773109244,0.25,0.355,0.3333333333333333,0.12360939431396786,0.11489776046738072,0.043010752688172046,0.47773279352226716,0.05553367467506892,0.08142116950407106,0.44482758620689655,0.5780346820809249,0.4444444444444444,nonDRNA
0.16714285714285712,0.4672897196261682,0.22180451127819548,0.08910103420843278,0.4094488188976378,0.09347442680776015,0.14619883040935672,0.45798319327731096,0.26,0.31,0.37999999999999995,0.13844252163164403,0.09737098344693282,0.04602150537634409,0.4048582995951417,0.05080740448995667,0.08586232420429311,0.4103448275862069,0.5780346820809249,0.5244444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.22556390977443608,0.0914876690533015,0.39370078740157477,0.10052910052910052,0.14619883040935672,0.42016806722689076,0.25,0.29,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.0925240562546262,0.3448275862068966,0.5780346820809249,0.4444444444444444,nonDRNA
0.15857142857142859,0.4672897196261682,0.2067669172932331,0.08989657915672235,0.39370078740157477,0.08818342151675485,0.14619883040935672,0.4957983193277311,0.275,0.3275,0.3333333333333333,0.13844252163164403,0.10808179162609544,0.04559139784946237,0.4534412955465587,0.0488381252461599,0.07401924500370097,0.41379310344827586,0.0,0.4444444444444444,nonDRNA
0.21142857142857144,0.4672897196261682,0.2105263157894737,0.09864757358790771,0.39370078740157477,1.0,0.14619883040935672,0.4705882352941177,0.25,0.25,0.3333333333333333,0.13967861557478367,0.24732229795520935,0.043010752688172046,0.5141700404858299,0.043717999212288305,0.0851221317542561,0.40344827586206894,0.5780346820809249,0.4444444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.18796992481203006,0.07955449482895784,0.39370078740157477,0.11728395061728396,0.14619883040935672,0.42016806722689076,0.35,0.25,0.6666666666666666,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.5586206896551724,0.0,0.6666666666666666,nonDRNA
0.15857142857142859,0.4672897196261682,0.21992481203007516,0.09944311853619729,0.39370078740157477,0.09876543209876544,0.14619883040935672,0.5042016806722689,0.285,0.3225,0.4666666666666666,0.12360939431396786,0.1382667964946446,0.043010752688172046,0.5060728744939271,0.048050413548641195,0.0851221317542561,0.3448275862068966,0.5780346820809249,0.4444444444444444,nonDRNA
0.1657142857142857,0.4672897196261682,0.18796992481203006,0.09069212410501193,0.39370078740157477,0.10934744268077601,0.14619883040935672,0.42016806722689076,0.2775,0.2775,0.3333333333333333,0.13720642768850433,0.11002921129503407,0.04774193548387097,0.4048582995951417,0.044505710909807004,0.07401924500370097,0.3724137931034483,0.5780346820809249,0.4444444444444444,nonDRNA
0.20857142857142857,0.4672897196261682,0.20112781954887218,0.1097852028639618,0.39370078740157477,0.09876543209876544,0.14619883040935672,0.42016806722689076,0.25,0.25,0.3333333333333333,0.12360939431396786,0.11684518013631938,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.3448275862068966,0.0,0.4444444444444444,nonDRNA
0.16142857142857142,0.4672897196261682,0.2105263157894737,0.09864757358790771,0.39370078740157477,0.08818342151675485,0.17251461988304093,0.4831932773109244,0.2975,0.3175,0.43,0.1508034610630408,0.09737098344693282,0.05161290322580645,0.4048582995951417,0.04765655769988184,0.08882309400444115,0.393103448275862,0.5780346820809249,0.5555555555555556,nonDRNA
0.18,0.4672897196261682,0.21992481203007516,0.09626093874303898,0.44881889763779526,0.11287477954144622,0.20175438596491227,0.5294117647058824,0.2675,0.2825,0.3333333333333333,0.13597033374536466,0.09737098344693282,0.043010752688172046,0.4534412955465587,0.04765655769988184,0.07401924500370097,0.36551724137931035,0.5780346820809249,0.4444444444444444,nonDRNA
0.1742857142857143,0.0,0.2349624060150376,0.07955449482895784,0.39370078740157477,0.10758377425044091,0.14619883040935672,0.5042016806722689,0.28,0.25,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.04923198109491926,0.0925240562546262,0.3448275862068966,0.0,0.4444444444444444,RNA
0.15142857142857144,0.4672897196261682,0.18796992481203006,0.09944311853619729,0.4251968503937008,0.09876543209876544,0.14619883040935672,0.42016806722689076,0.305,0.3025,0.3333333333333333,0.14462299134734238,0.1071080817916261,0.04774193548387097,0.44129554655870445,0.07483261126427727,0.07846039970392303,0.37931034482758624,0.5780346820809249,0.4977777777777778,nonDRNA
0.14285714285714285,0.5700934579439252,0.2462406015037594,0.08591885441527447,0.42913385826771655,0.08818342151675485,0.14619883040935672,0.45798319327731096,0.2625,0.2975,0.3333333333333333,0.134734239802225,0.10613437195715678,0.043010752688172046,0.4898785425101214,0.053170539582512805,0.07401924500370097,0.3448275862068966,0.5780346820809249,0.64,nonDRNA
0.18857142857142858,0.0,0.18796992481203006,0.09069212410501193,0.39370078740157477,0.12169312169312169,0.14619883040935672,0.42016806722689076,0.3325,0.25,0.3333333333333333,0.12360939431396786,0.11392405063291139,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.37931034482758624,0.5780346820809249,0.4444444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.20300751879699247,0.10421638822593476,0.4645669291338582,0.11728395061728396,0.14619883040935672,0.45798319327731096,0.2975,0.25,0.3333333333333333,0.14215080346106304,0.10418695228821812,0.043010752688172046,0.46153846153846145,0.03938558487593541,0.07401924500370097,0.3827586206896552,0.5780346820809249,0.5333333333333333,nonDRNA
0.16714285714285712,0.0,0.18796992481203006,0.09466984884645982,0.39370078740157477,0.10846560846560846,0.14619883040935672,0.42016806722689076,0.25,0.3,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.5587044534412955,0.03938558487593541,0.07401924500370097,0.3448275862068966,0.5780346820809249,0.5244444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.22744360902255636,0.07955449482895784,0.46850393700787396,0.08818342151675485,0.16228070175438597,0.42016806722689076,0.2875,0.2925,0.3333333333333333,0.13720642768850433,0.11295034079844206,0.043010752688172046,0.46153846153846145,0.06025994486018117,0.0851221317542561,0.3448275862068966,0.5780346820809249,0.4444444444444444,nonDRNA
0.17714285714285713,0.4672897196261682,0.18796992481203006,0.09307875894988066,0.39370078740157477,0.11904761904761905,0.14619883040935672,0.5084033613445378,0.27,0.265,0.3333333333333333,0.15451174289245984,0.11684518013631938,0.049032258064516124,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.3862068965517242,0.0,0.4444444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.18796992481203006,0.08989657915672235,0.39370078740157477,0.08818342151675485,0.14619883040935672,0.42016806722689076,0.305,0.25,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.3862068965517242,0.5780346820809249,0.4444444444444444,RNA
0.15142857142857144,0.4672897196261682,0.2105263157894737,0.0954653937947494,0.46850393700787396,0.11640211640211641,0.19444444444444445,0.42016806722689076,0.25,0.695,0.3333333333333333,0.12360939431396786,0.13437195715676728,0.043010752688172046,0.5141700404858299,0.05474596297755021,0.08216136195410807,0.396551724137931,0.647398843930636,0.4444444444444444,nonDRNA
0.15142857142857144,0.4672897196261682,0.18796992481203006,0.09864757358790771,0.44881889763779526,0.08818342151675485,0.14619883040935672,0.45378151260504207,0.295,0.31,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.05075268817204301,0.4534412955465587,0.03938558487593541,0.0925240562546262,0.41724137931034483,0.5780346820809249,0.4444444444444444,nonDRNA
0.2057142857142857,0.4672897196261682,0.22744360902255636,0.09069212410501193,0.39370078740157477,0.10846560846560846,0.17251461988304093,0.5126050420168068,0.25,0.345,0.3333333333333333,0.12360939431396786,0.1548198636806232,0.043010752688172046,0.582995951417004,0.05435210712879086,0.08734270910436713,0.37586206896551727,0.5780346820809249,0.4444444444444444,DNA
0.18285714285714286,0.5327102803738317,0.2105263157894737,0.13524264120922833,0.44881889763779526,0.10141093474426807,0.15935672514619884,0.48739495798319327,0.27,0.3175,0.35333333333333333,0.12855377008652658,0.35540408958130476,0.37419354838709673,0.4534412955465587,0.05080740448995667,0.09030347890451518,0.396551724137931,0.6127167630057804,0.4444444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.18796992481203006,0.08910103420843278,0.39370078740157477,0.08818342151675485,0.14619883040935672,0.44537815126050423,0.275,0.28,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.04923198109491926,0.08734270910436713,0.3448275862068966,0.5780346820809249,0.4444444444444444,RNA
0.15571428571428572,0.5607476635514018,0.18796992481203006,0.08750994431185362,0.39370078740157477,0.08818342151675485,0.14619883040935672,0.42016806722689076,0.25,0.7125,0.3333333333333333,0.1681087762669963,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.0429302875147696,0.07401924500370097,0.3724137931034483,0.9075144508670521,0.4444444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.20864661654135339,0.09944311853619729,0.4370078740157481,0.08818342151675485,0.14619883040935672,0.42016806722689076,0.25,0.25,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.056344086021505375,0.4655870445344129,0.03938558487593541,0.07401924500370097,0.3896551724137931,0.7687861271676301,0.4444444444444444,nonDRNA
0.20428571428571426,0.4672897196261682,0.18796992481203006,0.07955449482895784,0.0,0.11375661375661376,0.17105263157894737,0.42016806722689076,0.3225,0.4125,0.3333333333333333,0.12360939431396786,0.10905550146056477,0.043010752688172046,0.5060728744939271,0.03938558487593541,0.07401924500370097,0.3724137931034483,0.5780346820809249,0.4444444444444444,nonDRNA
0.1942857142857143,0.4672897196261682,0.18796992481203006,0.10103420843277645,0.47244094488188976,0.08818342151675485,0.14619883040935672,0.42016806722689076,0.28,0.28,0.3333333333333333,0.16440049443757726,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.0925240562546262,0.3862068965517242,0.5780346820809249,0.4444444444444444,nonDRNA
0.16,0.4672897196261682,0.2763157894736842,0.0883054892601432,0.39370078740157477,0.09788359788359789,0.14619883040935672,0.42016806722689076,0.25,0.2725,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4534412955465587,0.046474990153603776,0.07401924500370097,0.3448275862068966,0.5780346820809249,0.5244444444444444,nonDRNA
0.15857142857142859,0.4672897196261682,0.18796992481203006,0.09466984884645982,0.41338582677165353,0.09964726631393298,0.14619883040935672,0.42016806722689076,0.25,0.32,0.3333333333333333,0.14833127317676142,0.11197663096397273,0.043010752688172046,0.44534412955465585,0.03938558487593541,0.07401924500370097,0.4241379310344828,0.5780346820809249,0.4444444444444444,RNA
0.1542857142857143,0.4672897196261682,0.20864661654135339,0.12092283214001591,0.39370078740157477,0.0961199294532628,0.14619883040935672,0.4831932773109244,0.285,0.3,0.3333333333333333,0.13720642768850433,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.044505710909807004,0.08660251665433012,0.3724137931034483,0.5780346820809249,0.4444444444444444,nonDRNA
0.19857142857142857,0.0,0.19924812030075187,0.09705648369132855,0.4251968503937008,0.11728395061728396,0.14619883040935672,0.4789915966386554,0.29,0.275,0.3333333333333333,0.16440049443757726,0.09737098344693282,0.048602150537634406,0.4048582995951417,0.03938558487593541,0.08808290155440414,0.3827586206896552,0.5780346820809249,0.48000000000000004,nonDRNA
0.16285714285714284,0.4672897196261682,0.18796992481203006,0.08512330946698489,0.4370078740157481,0.08818342151675485,0.14619883040935672,0.4705882352941177,0.2925,0.27,0.3333333333333333,0.12360939431396786,0.1071080817916261,0.06580645161290323,0.9838056680161943,0.04332414336352895,0.09030347890451518,0.4344827586206897,0.5780346820809249,0.4444444444444444,nonDRNA
0.23714285714285713,0.4672897196261682,0.20864661654135339,0.10580747812251393,0.39370078740157477,0.08818342151675485,0.17543859649122806,0.42016806722689076,0.2825,0.295,0.3333333333333333,0.12360939431396786,0.13437195715676728,0.043010752688172046,0.43724696356275305,0.03938558487593541,0.07401924500370097,0.5827586206896552,0.5780346820809249,0.4444444444444444,nonDRNA
0.15285714285714286,0.602803738317757,0.20488721804511278,0.09307875894988066,0.39370078740157477,0.09876543209876544,0.1929824561403509,0.45798319327731096,0.25,0.295,0.3333333333333333,0.14585908529048208,0.10808179162609544,0.04731182795698925,0.4048582995951417,0.04608113430484442,0.07401924500370097,0.36551724137931035,0.5780346820809249,0.4444444444444444,nonDRNA
0.16857142857142857,0.4672897196261682,0.2105263157894737,0.09387430389817024,0.4173228346456693,0.11022927689594357,0.14619883040935672,0.44537815126050423,0.2725,0.2925,0.3333333333333333,0.14215080346106304,0.09737098344693282,0.043010752688172046,0.44129554655870445,0.044505710909807004,0.09696521095484827,0.496551724137931,0.5780346820809249,0.4444444444444444,nonDRNA
0.14285714285714285,0.4672897196261682,0.22932330827067668,0.07955449482895784,0.39370078740157477,0.11463844797178131,0.1827485380116959,0.42016806722689076,0.3125,0.2925,0.5,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.4048582995951417,0.03938558487593541,0.07401924500370097,0.4310344827586207,0.0,0.4444444444444444,nonDRNA
0.16285714285714284,0.4672897196261682,0.18796992481203006,0.07955449482895784,0.39370078740157477,0.08818342151675485,0.14619883040935672,0.42016806722689076,0.25,0.305,0.3333333333333333,0.12360939431396786,0.09737098344693282,0.043010752688172046,0.5668016194331983,0.03938558487593541,0.08734270910436713,0.3448275862068966,0.5780346820809249,0.4444444444444444,nonDRNA
