APAAC1_A,APAAC1_C,APAAC1_D,APAAC1_E,APAAC1_F,APAAC1_G,APAAC1_H,APAAC1_I,APAAC1_K,APAAC1_L,APAAC1_M,APAAC1_N,APAAC1_P,APAAC1_Q,APAAC1_R,APAAC1_S,APAAC1_T,APAAC1_V,APAAC1_W,APAAC1_Y,APAAC1_HB_lam1,APAAC1_HL_lam1,APAAC1_SC_lam1,Labels
0.3521840873634945,0.06358570960340872,0.24235924932975872,0.2734982332155477,0.09027291812456265,0.2343628341552037,0.3067426400759734,0.2727821363910682,0.23994592767826967,0.28634850166481685,0.18641618497109827,0.1677802524127691,0.12837837837837837,0.2607377463365336,0.2697616060225847,0.061065088757396455,0.22945570971184634,0.3206401766004415,0.4333706606942889,0.2825896762904637,0.4271653543307087,0.2679324894514768,0.25,nonDRNA
0.2090483619344774,0.01966568338249754,0.28739946380697057,0.2628975265017668,0.2918124562631211,0.23176745393200102,0.0845204178537512,0.5208207604103803,0.37208516390672525,0.3414724380318165,0.2579479768786127,0.2208611729769859,0.12996820349761526,0.060131379484588174,0.1246340443329151,0.1621301775147929,0.14834578441835647,0.3614790286975717,0.0335946248600224,0.3123359580052493,0.5433070866141733,0.4556962025316456,0.29854368932038833,nonDRNA
0.37753510140405616,0.0,0.1731903485254692,0.0,0.5640307907627712,0.1674020243965741,0.0,0.48642124321062163,0.054410273741128765,0.6563078061413243,0.2333815028901734,0.05976243504083148,0.12837837837837837,0.24456796361798888,0.06733584274362192,0.15266272189349112,0.05727499110636784,0.9790286975717438,0.3617021276595745,0.14085739282589677,1.0,0.5886075949367089,0.32160194174757284,nonDRNA
0.3338533541341654,0.03605375286791216,0.38498659517426276,0.30247349823321557,0.3673897830650805,0.20062289125356866,0.28869895536562207,0.500301750150875,0.19601216627238932,0.2556418793932667,0.25939306358381503,0.16406829992576094,0.16454689984101747,0.11167256189994947,0.13843580092011712,0.11124260355029586,0.19637139807897544,0.3813465783664459,0.03135498320268757,0.2178477690288714,0.3897637795275591,0.24261603375527427,0.26699029126213597,nonDRNA
0.44773790951638065,0.036381514257620456,0.29812332439678285,0.16996466431095406,0.23303009097270821,0.15390604723592005,0.38651471984805325,0.22329511164755583,0.137546468401487,0.2741398446170921,0.16040462427745666,0.15107646622123236,0.22098569157392686,0.224355735219808,0.3099121706398996,0.08757396449704143,0.18463180362860193,0.5314569536423841,0.20716685330347145,0.38845144356955386,0.42913385826771655,0.2805907172995781,0.29490291262135926,RNA
0.4239469578783151,0.0,0.0,0.0,0.30440867739678096,0.16921879055281597,0.20607787274453943,0.0,0.3673538357553227,0.24121346651868292,0.3143063583815029,0.16146993318485522,0.08624801271860096,0.21980798383021727,1.0,0.15431952662721893,0.231945926716471,0.35982339955849885,0.0,0.0,0.5885826771653544,0.49367088607594933,0.0048543689320388475,RNA
0.421996879875195,0.011799410029498523,0.2487935656836461,0.3469964664310954,0.20993701889433172,0.08486893329872826,0.1291547958214625,0.2305371152685576,0.30111524163568776,0.18830928597854235,0.2565028901734104,0.06421677802524127,0.4336248012718601,0.34916624557857506,0.26223337515683814,0.1289940828402367,0.22625400213447172,0.27097130242825607,0.13213885778275475,0.14348206474190725,0.49803149606299213,0.569620253164557,0.2827669902912621,nonDRNA
0.2745709828393136,0.01540478531628974,0.314745308310992,0.33180212014134275,0.39398180545836253,0.1889436802491565,0.1111111111111111,0.3258901629450815,0.30922608989523487,0.390677025527192,0.13583815028901733,0.14810690423162584,0.1120826709062003,0.023749368367862556,0.2551233793391886,0.13893491124260354,0.18356456776947705,0.46633554083885204,0.10526315789473684,0.20559930008748908,0.4724409448818898,0.4388185654008439,0.3058252427184466,nonDRNA
0.15600624024961,0.04359226483120288,0.47667560321715824,0.18833922261484098,0.24912526242127364,0.2190500908383078,0.21082621082621086,0.4828002414001207,0.2254139912132477,0.32889382167961523,0.28901734104046245,0.1815144766146993,0.12360890302066772,0.0672056594239515,0.24173985780008367,0.13680473372781066,0.07897545357524013,0.4657836644591611,0.049272116461366186,0.5835520559930009,0.42322834645669294,0.2658227848101266,0.21237864077669905,nonDRNA
0.5604524180967239,0.0,0.36943699731903484,0.3385159010600707,0.18824352694191743,0.18660783804827408,0.14245014245014245,0.3977066988533494,0.19229469415343023,0.4099149093599704,0.06502890173410406,0.06681514476614699,0.10691573926868045,0.07579585649317838,0.3504809703053116,0.07076923076923078,0.08537886872998933,0.4955849889624724,0.167973124300112,0.2878390201224847,0.501968503937008,0.4219409282700422,0.3155339805825243,nonDRNA
0.20124804992199688,0.06358570960340872,0.20750670241286864,0.2964664310954064,0.2708187543736879,0.2512328056060213,0.3067426400759734,0.19493059746529873,0.23994592767826967,0.4535701072881983,0.09320809248554913,0.19153674832962136,0.17965023847376788,0.1955533097524002,0.18904224173985779,0.13751479289940827,0.2753468516542156,0.1423841059602649,0.07278835386338187,0.4514435695538058,0.5216535433070867,0.5379746835443038,0.2597087378640777,nonDRNA
0.1501560062402496,0.03146509341199606,0.1544235924932976,0.30565371024734983,0.4709587123862842,0.17466908902154166,0.4567901234567901,0.6385033192516596,0.35755322744170326,0.32001479837217905,0.2781791907514451,0.21417965850037116,0.15302066772655007,0.2430520464881253,0.04015056461731493,0.11384615384615383,0.10245464247598719,0.37141280353200884,0.0,0.1679790026246719,0.37795275590551186,0.3375527426160338,0.24150485436893204,nonDRNA
0.19500780031201248,0.04359226483120288,0.32171581769437,0.29434628975265015,0.23303009097270821,0.18608876200363353,0.1111111111111111,0.5027157513578757,0.326799594457587,0.3821679615242323,0.10838150289017341,0.1919079435783222,0.1323529411764706,0.08438605356240525,0.20911752404851527,0.12236686390532545,0.16008537886873,0.43211920529801323,0.055991041433370664,0.40857392825896766,0.3877952755905512,0.3628691983122363,0.25121359223300976,nonDRNA
0.4001560062402496,0.28580793182563097,0.19249329758713138,0.29010600706713785,0.17914625612316307,0.159615883726966,0.24311490978157646,0.12371756185878091,0.20784048665089558,0.28449870514243436,0.11127167630057803,0.09502598366740905,0.3871224165341812,0.07781707933299646,0.2358845671267252,0.07289940828402366,0.14585556741373176,0.5093818984547461,0.05711086226203808,0.35870516185476814,0.43307086614173235,0.3691983122362869,0.30703883495145634,nonDRNA
0.24609984399375973,0.08849557522123894,0.2412868632707775,0.3183745583038869,0.12596221133659904,0.1637684920840903,0.17094017094017094,0.5980687990343995,0.42615748563703953,0.30003699593044764,0.19508670520231217,0.33444691907943574,0.10731319554848967,0.09095502779181405,0.07528230865746549,0.10650887573964497,0.096051227321238,0.4475717439293598,0.1007838745800672,0.2362204724409449,0.3996062992125985,0.45780590717299574,0.23300970873786409,nonDRNA
0.3498439937597504,0.04555883316945263,0.42949061662198396,0.15088339222614838,0.28621413575927224,0.21256164028030106,0.11585944919278253,0.2945081472540736,0.2679959445758702,0.16426193118756938,0.18280346820809248,0.2910170749814402,0.2078696343402226,0.11874684183931279,0.08741112505227938,0.10508875739644971,0.2696549270722163,0.37969094922737306,0.3023516237402016,0.4348206474190726,0.37992125984251973,0.22151898734177214,0.2730582524271845,nonDRNA
0.20241809672386896,0.07079646017699115,0.3367292225201073,0.22579505300353356,0.38628411476557034,0.08694523747729042,0.21557454890788225,0.4182257091128545,0.22676579925650558,0.3562708102108768,0.10982658959537572,0.1967334818114328,0.20230524642289346,0.234967155128853,0.20368046842325388,0.2485207100591716,0.18463180362860193,0.27483443708609273,0.048152295632698766,0.2650918635170604,0.4212598425196851,0.3459915611814346,0.2718446601941748,DNA
0.3818252730109204,0.008521796132415601,0.2348525469168901,0.2731448763250883,0.2344296710986704,0.280820140150532,0.26970560303893637,0.35787567893783945,0.26123690435958097,0.3337032926378098,0.2052023121387283,0.12435040831477356,0.1538155802861685,0.15613946437594745,0.1723128398159766,0.09159763313609467,0.14656705798648167,0.42660044150110377,0.08622620380739082,0.38320209973753283,0.46850393700787407,0.430379746835443,0.3118932038834952,nonDRNA
0.4130265210608424,0.0,0.29812332439678285,0.1840989399293286,0.23093072078376486,0.28393459641837526,0.21462488129154794,0.1780325890162945,0.30517066576546126,0.17351091379948205,0.12572254335260116,0.2256867112100965,0.22098569157392686,0.1930267812026276,0.2179004600585529,0.18911242603550296,0.17893987904660263,0.4310154525386313,0.15565509518477044,0.07611548556430446,0.5137795275590552,0.43670886075949367,0.38228155339805825,DNA
0.3498439937597504,0.04195345788266142,0.28042895442359256,0.19151943462897525,0.24842547235829252,0.22008824292758888,0.20607787274453943,0.23777911888955944,0.17674890165596488,0.29929707732149463,0.19219653179190752,0.24907201187824796,0.19992050874403816,0.18948964123294593,0.20618987871183603,0.13301775147928993,0.21736036997509783,0.34271523178807944,0.29787234042553196,0.3447069116360455,0.42913385826771655,0.339662447257384,0.2451456310679612,nonDRNA
0.6755070202808112,0.0,0.25308310991957106,0.16678445229681976,0.1098670398880336,0.22475992732935374,0.3741690408357075,0.2848521424260712,0.18621155795876984,0.26230114687384387,0.057080924855491336,0.14625092798812175,0.062400635930047695,0.1192521475492673,0.5269761606022585,0.09325443786982249,0.1401636428317325,0.608167770419426,0.0,0.13735783027121612,0.3228346456692914,0.3270042194092827,0.2936893203883495,RNA
0.24141965678627145,0.0,0.3576407506702413,0.25229681978798585,0.26662001399580126,0.1113418115753958,0.22602089268755937,0.40253470126735064,0.4021628928692126,0.42286348501664817,0.17196531791907513,0.1945063103192279,0.09459459459459459,0.09600808489135927,0.13927227101631118,0.11266272189349112,0.1864105300604767,0.4205298013245033,0.05375139977603583,0.541557305336833,0.4921259842519686,0.4662447257383966,0.20752427184466019,nonDRNA
0.4122464898595944,0.029826286463454605,0.4048257372654156,0.1600706713780919,0.2323303009097271,0.23514144822216454,0.17188983855650525,0.36451418225709115,0.2757688408246029,0.22345541990381057,0.17485549132947978,0.20193021529324426,0.10810810810810811,0.0763011622031329,0.15181932245922208,0.10721893491124261,0.2902881536819637,0.5667770419426048,0.1019036954087346,0.21172353455818022,0.3169291338582677,0.24472573839662448,0.3021844660194175,nonDRNA
0.5042901716068643,0.02392658144870534,0.36139410187667564,0.17385159010600706,0.2680195941217635,0.2174928627043862,0.3808167141500475,0.2745926372963186,0.14160189253126057,0.3773584905660377,0.1972543352601156,0.10133630289532293,0.18839427662957076,0.13794845881758463,0.25135926390631536,0.11644970414201183,0.18783351120597652,0.3918322295805739,0.18365061590145576,0.14348206474190725,0.4724409448818898,0.3649789029535865,0.2609223300970874,nonDRNA
0.2531201248049922,0.054408390691576526,0.3479892761394102,0.21307420494699647,0.29531140657802657,0.23098883986504024,0.32953466286799626,0.30054315027157513,0.19364650219668808,0.27339992600813906,0.17413294797687862,0.17371937639198218,0.26391096979332274,0.11419909044972208,0.20828105395232122,0.16071005917159764,0.1985058697972252,0.2996688741721854,0.15229563269876822,0.3954505686789151,0.42322834645669294,0.35232067510548526,0.25728155339805825,nonDRNA
0.27769110764430577,0.02917076368403802,0.36568364611260057,0.26219081272084804,0.22813156053184044,0.13859330391902414,0.422602089268756,0.2866626433313217,0.15038864481243663,0.516093229744728,0.04263005780346821,0.11024498886414254,0.212241653418124,0.3446184941889844,0.29778335424508573,0.10532544378698225,0.14763429384560656,0.31125827814569534,0.06606942889137737,0.33770778652668415,0.4114173228346457,0.4050632911392405,0.2621359223300971,nonDRNA
