SOC1_SC1,SOC1_G1
0.3777,11467.7549
0.3606,9722.1697
0.3615,10548.9943
0.3594,10460.4795
0.3835,10775.0548
0.3846,9475.9734
0.3265,8942.6308
0.3671,10200.0918
0.3584,9958.2294
0.361,10972.1905
0.4017,13291.0448
0.3049,9243.2326
0.3911,11067.7931
0.3845,11230.7707
0.3676,10060.0743
0.4148,8615.3303
0.3774,9649.2874
0.3291,9957.0
0.3608,8654.5183
0.361,9821.968
0.385,10113.7239
0.3905,10491.1693
0.3896,10395.4267
0.3182,8539.4388
0.3731,9873.4677
0.3652,10698.6057
0.2032,7650.142
0.3411,7662.7558
0.3594,9102.4351
0.3617,9289.7368
0.3784,10632.0791
0.3291,9743.3571
0.349,9773.2977
0.3182,13042.6226
0.3331,12713.5714
0.3277,9256.917
0.3381,9793.2392
0.3941,9501.6809
0.3452,10154.9838
0.3697,11080.6097
0.3595,8002.764
0.3658,10480.95
0.3847,10389.135
0.3536,10401.3029
0.3185,12618.8611
0.307,10201.4168
0.2653,8641.439
0.3582,8993.8613
0.3703,10818.7704
0.3638,9810.854
0.2921,9474.956
0.3806,11407.1846
0.3345,9144.7409
0.3474,10664.177
0.3678,9078.937
0.3812,10028.0121
0.3882,9889.6099
0.4078,10342.2358
0.3376,9918.081
0.3534,10012.462
0.3758,10927.9098
0.3726,10451.7212
0.3648,9466.3395
0.351,9868.0984
0.2781,9518.4026
0.4725,11061.5603
0.3599,10037.1292
0.3658,10408.8633
0.3994,9123.4681
0.4321,13149.0845
0.3332,10310.9559
0.3906,10119.6619
0.328,8156.5398
0.3414,9323.8909
0.3373,9248.868
0.3904,9709.1049
0.3691,9600.1145
0.3847,10045.1229
0.3718,10254.7321
0.411,8002.3777
0.3841,9929.2865
0.3511,9522.7785
0.398,10955.1484
0.3284,8942.5421
0.2969,8458.4201
0.4034,9451.6897
0.3526,11309.2706
0.3776,10424.5762
0.3902,9525.9656
0.3771,10860.2507
0.3726,8481.6658
0.3394,10124.093
0.4082,10152.8166
0.3518,11230.677
0.3125,8695.6109
0.3596,10213.5921
0.3451,9674.5823
0.3222,9433.89
0.3447,9274.001
0.35,9348.5
0.4616,9684.2908
0.378,10061.4644
0.3394,9637.2624
0.2925,9773.0889
0.4307,10472.0787
0.3466,9305.7955
0.3933,10058.3584
0.3734,9952.2671
0.3704,9652.1894
0.3748,10489.5356
0.3968,9995.4359
0.3584,9191.3392
0.3516,8858.2889
0.3368,9814.7672
0.3927,10969.0588
0.3761,9884.75
0.3815,10167.2135
0.3534,10425.7843
0.3748,9314.8505
0.3943,9515.634
0.3462,12162.9134
0.3832,10503.5651
0.342,11019.8427
0.3618,9877.1596
0.3999,10101.9208
0.3632,10994.0993
0.347,9105.8879
0.3617,11452.7922
0.3178,11223.6637
0.3072,10102.4575
0.3757,10525.6903
0.3176,9366.9211
0.342,11064.4428
0.3514,11081.8229
0.4454,9445.6515
0.3415,9117.858
0.367,10080.1748
0.3508,9865.5469
0.354,9607.4404
0.351,10348.8157
0.3703,10280.5772
0.378,9121.6893
0.3302,9891.2465
0.2855,9390.8356
0.3935,12054.5695
0.305,11995.2182
0.3033,10071.5273
0.3604,9423.4195
0.3329,9941.1235
0.3695,9762.9868
0.363,10253.9486
0.3669,9863.815
0.3901,9517.5554
0.3978,11932.2646
0.3908,10044.3436
0.3811,10778.3053
0.3903,10031.8369
0.3272,9891.9844
0.3614,10371.9539
0.2905,10567.0786
0.3709,9799.8507
0.3833,10552.4769
0.37,9270.7055
0.2842,9353.1363
0.3758,9294.4141
0.3418,9196.3747
0.3765,10016.7462
0.3517,10515.1524
0.3712,10117.4777
0.2947,9498.779
0.3628,9596.8886
0.386,10011.5278
0.3621,10202.296
0.41,10088.8671
0.3637,9587.4813
0.3482,8392.3718
0.3821,9392.7396
0.3264,9783.213
0.3785,10831.2266
0.348,10210.9736
0.4014,9402.3319
0.3494,9265.8875
0.3607,10258.4743
0.4024,9904.2947
0.3237,9120.8824
0.3823,10398.6589
0.3576,10405.9582
0.3832,9960.5482
0.3678,9719.0576
0.372,9827.7047
0.3185,9469.8061
0.3436,9296.2341
0.3963,10279.0742
0.3777,10515.2441
0.3592,10160.5881
0.3622,10441.3486
0.3206,9827.7169
0.3822,10137.3382
0.3802,8527.22
0.3282,9705.1876
0.2782,9243.5998
0.3471,9437.1615
0.3598,10409.463
0.2392,8691.004
0.3389,9048.5127
0.343,9947.1439
0.333,9389.6916
0.3278,9702.0751
0.354,9680.5761
0.3289,9721.4417
0.3701,10421.5137
0.3939,10200.4459
0.3316,10609.2943
0.3383,10053.6432
0.3635,10304.2563
0.3972,10615.5556
0.358,10582.1335
0.319,9698.3162
0.3507,9997.4204
0.3825,9527.63
0.3542,10154.3401
0.3629,9597.2297
0.3291,8892.6808
0.4007,11358.2131
0.3355,9694.5336
0.378,10209.6555
0.4292,11919.0063
0.3477,10417.3947
0.4411,8630.6452
0.3818,9538.0777
0.3792,10620.4712
0.3516,9503.5162
0.378,10067.3683
0.3178,8174.085
0.3854,9368.9183
0.2968,9802.1478
0.3683,9321.9648
0.3875,10022.0206
0.3463,9996.7448
0.3909,11077.4477
0.3375,9909.8855
0.3629,9915.9056
0.3636,9997.9082
0.4256,10705.0252
0.3786,9738.3861
0.3682,9216.7434
0.4083,10328.8538
0.4029,8896.1019
0.3726,10106.8835
0.3259,9304.7354
0.3464,9484.7885
0.3442,11202.0977
0.3677,10374.4142
0.3367,7915.0038
0.3212,10308.7634
0.3525,10784.0534
0.3669,10114.9858
0.3653,8781.7649
0.3824,11033.1992
0.3705,9497.817
0.366,10468.6133
0.3102,10421.8193
0.3649,10478.6705
0.4567,9292.9231
0.3537,9369.7333
0.3868,9487.9305
0.3672,9446.4282
0.3458,9819.9658
0.3546,10707.8945
0.3962,8827.0365
0.3829,10492.323
0.3533,11114.0455
0.3654,9365.3748
0.3521,8599.6857
0.4008,10557.9395
0.3894,10933.9636
0.3628,10319.1866
0.3917,10240.6968
0.3562,10556.5689
0.3006,9131.4793
0.3785,9748.1368
0.4029,9333.6279
0.3863,10180.6558
0.3866,11411.7752
0.3823,10299.6313
0.3345,10287.8674
0.3678,11159.8212
0.3286,9163.7182
0.3691,10025.3794
0.4107,11126.4432
0.3697,11074.6994
0.4029,10563.1333
0.3475,9889.2235
0.314,9283.6264
0.2258,10961.1979
0.3427,9394.6696
0.3598,10938.9057
0.276,9072.8537
0.3748,9624.523
0.3871,10752.1477
0.4243,9947.8918
0.3876,10717.1708
0.3511,9710.3808
0.4097,8199.3556
0.3304,11248.9754
0.3962,10160.8561
0.4169,12548.9674
0.3943,10697.8139
0.4025,9862.749
0.3651,10099.0519
0.3712,11076.169
0.3362,10565.7313
0.3696,9415.3149
0.4044,10324.4051
0.4289,10396.1651
0.358,9240.1899
0.3923,10755.0733
0.3529,10539.9066
0.3423,10135.5676
0.3395,10502.9544
0.3876,11084.5393
0.3953,10225.6653
0.366,9646.5459
0.3548,10308.0915
0.3442,11182.6787
0.3808,9937.6718
0.3585,9281.4196
0.3425,10597.6735
0.3619,8979.9688
0.3112,9611.1593
0.4138,11071.4689
0.3714,9455.2617
0.3299,9389.2189
0.4035,10596.6183
0.4015,8665.4608
0.4834,9960.224
0.3341,9688.6811
0.3693,10299.836
0.3859,10547.5906
0.3549,9489.9036
0.3927,11214.8332
0.3611,11680.4857
0.3718,10564.1429
0.3428,8714.3855
0.2429,8238.8079
0.3628,9657.1381
0.2849,9647.7625
0.3439,10546.4094
0.3484,9562.7681
0.3765,9454.242
0.3705,9800.6367
0.3268,9514.3984
0.4122,9652.7371
0.3842,9505.9457
0.3575,11527.5331
0.3844,10558.9353
0.2922,9150.0
0.3588,10169.4566
0.3433,9532.5157
0.341,9020.1015
0.3925,10831.2812
0.3765,9783.6023
0.4064,10447.2425
0.4001,12129.3065
0.3078,9893.2532
0.3613,9959.5106
0.3731,10382.2378
0.3687,10519.7237
0.3871,11622.5188
0.3367,10218.2833
0.4141,9836.807
0.3403,10464.4
0.4237,11057.2972
0.272,8668.4901
0.3887,10709.3102
0.3783,9809.1713
0.3567,8885.7438
0.3793,10427.2358
0.3972,8428.9861
0.3149,9381.7881
0.3499,8962.012
0.3247,9364.4163
0.393,10244.1925
0.343,10058.6905
0.4097,13019.8387
0.3366,9786.3234
0.3938,9871.9786
0.3458,13488.4373
0.3906,9614.2139
0.407,10316.5986
0.3511,9814.4184
0.3123,9452.9069
0.3682,11174.2792
0.3649,10392.0681
0.3696,10769.0
0.3923,9923.326
0.4036,11353.0852
0.3528,10381.6238
0.3415,10084.778
0.3727,9343.7193
0.3933,9764.8211
0.3311,9660.0348
0.3367,8821.2376
0.3324,10233.6913
0.3273,9167.4073
0.412,9823.351
0.3475,9399.3212
0.3819,9253.1385
0.3848,10077.8
0.3974,10030.9786
0.3775,9249.0426
0.3465,10336.0256
0.3691,9779.3306
0.3826,10299.85
0.3552,10318.1792
0.3655,9912.5891
0.3787,10661.4023
0.3835,11273.1931
0.3655,11111.628
0.4243,11328.9919
0.3447,10476.8263
0.2837,8685.6376
0.3389,10066.4851
0.3001,9173.6445
0.3443,9984.4013
0.3351,8999.7377
0.3576,9593.1848
0.3653,9669.8426
0.3504,10412.1449
0.3507,8596.4265
0.3619,9967.4
0.2489,7793.1925
0.367,10156.4486
0.3919,10428.043
0.3629,10034.7157
0.3474,9193.542
0.3759,9996.0192
0.3723,9920.7129
0.3697,10089.9738
0.3695,10133.2356
0.3904,10119.9216
0.3661,12126.3835
0.2931,9465.4145
0.3755,10944.0022
0.3746,9212.1888
0.2691,8724.1486
0.3647,9772.513
0.3915,10861.541
0.365,9965.427
0.4024,9758.827
0.3888,10566.2097
0.3204,8965.0978
0.3879,11613.9094
0.3668,8315.537
0.3533,10246.9237
0.3793,9975.4092
0.3838,10186.3611
0.3982,8287.2133
0.3448,10442.7113
0.3948,10470.3569
0.3655,10442.7103
0.3482,12529.3681
0.3563,9699.6786
0.3773,10016.5846
0.357,11398.361
0.3446,10878.6672
0.3735,9929.5577
0.3211,9915.8689
0.3245,8922.4821
0.3339,9501.806
0.3869,10367.876
0.3489,9847.2602
0.3937,9170.2045
0.3634,9955.5676
0.4082,11951.7059
0.3709,9130.3928
0.2779,9662.3824
0.3026,9466.5272
0.3013,12774.1066
0.3834,10982.1252
0.364,9704.4521
0.3313,10050.2711
0.3873,11040.5986
0.3475,8978.25
0.4256,9807.9927
0.3889,10173.0757
0.3413,10191.7348
0.3546,9423.1834
0.3711,10810.3642
0.371,10331.746
0.4086,12282.307
0.3501,8873.5426
0.3334,9369.6213
0.4004,10090.2273
0.3993,10038.4692
0.1699,8775.9189
0.3572,10675.6316
0.3948,9526.2774
0.4085,9541.485
0.361,10105.8843
0.3785,10514.1091
0.3852,9341.6391
0.314,9143.5782
0.3831,11090.1375
0.3659,10732.6787
0.3464,9110.8317
0.3559,9495.6082
0.4138,9950.4898
0.4134,10929.9244
0.3495,9369.4398
0.3804,9226.8072
0.3509,9516.8131
0.3537,10029.8343
0.3204,9163.5677
0.3692,9489.0571
0.3876,10276.6117
0.3695,9196.8633
0.2683,7298.7915
0.3924,9304.9949
0.3421,10607.4987
0.3781,9224.842
0.3558,9911.3312
0.3187,9716.2081
0.3788,9236.4847
0.3498,10512.0233
0.368,9591.8714
0.3316,9650.8424
0.3146,8511.6576
0.3219,9727.6551
0.3049,9647.7355
0.3569,10070.0173
0.3882,11504.3548
0.3889,10784.3245
0.3428,9326.383
0.3575,10109.2123
0.3134,8506.5023
0.3039,10324.1682
0.4798,11854.4074
0.3972,10216.516
0.3937,9999.1542
0.312,10155.4025
0.3378,9434.0174
0.3553,10201.503
0.3545,10775.9191
0.3989,10186.8213
0.2633,8686.8877
0.3625,11033.5971
0.3772,11170.431
0.388,10361.1923
0.4036,8275.0584
0.2869,9456.3952
0.35,9577.9156
0.3515,9959.5689
0.3675,9119.301
0.3425,10134.9774
0.3381,9816.5737
0.3721,9412.9721
0.362,10393.0621
0.4022,11030.0983
0.374,11423.2727
0.4068,10440.52
0.3704,10526.8468
0.3751,10905.3243
0.3068,9769.2226
0.329,9993.6734
0.3886,10043.1167
0.3976,10407.8166
0.3682,9793.7567
0.3376,9185.7328
0.288,8280.8345
0.3983,10298.3736
0.3447,9760.9002
0.3135,8768.9519
0.3737,10123.6929
0.3217,8975.9059
0.3858,9626.3929
0.3669,10613.8768
0.297,9132.9861
0.3453,8500.6296
0.3985,12023.924
0.3774,9655.4876
0.3486,8692.4012
0.3601,10187.7656
0.3557,10227.0311
0.3486,9059.0949
0.3824,9670.6508
0.3324,9989.2802
0.3128,9806.6534
0.4108,10487.4841
0.3437,9713.0657
0.3571,9750.3988
0.3365,9032.2522
0.4058,10406.5167
0.404,9712.5815
0.4068,9770.8154
0.3911,10940.4904
0.3807,9466.9077
0.3325,9310.2306
0.3377,9090.9838
0.4156,8378.697
0.3551,9320.8769
0.3574,9435.3612
0.3952,9662.0833
0.3859,10085.024
0.3689,9589.1553
0.3771,10043.7149
0.3162,11747.0675
0.3948,10455.478
0.3883,11713.0574
0.3658,9735.5488
0.3036,9748.0175
0.3405,10211.5763
0.3749,10808.4612
0.3698,9995.9913
0.3884,10378.3565
0.3857,9998.912
0.3854,9777.4679
0.3516,10117.1863
0.3938,10755.8249
0.3396,8839.6308
0.3306,11514.05
0.3704,10565.3376
0.3212,9351.1795
0.3778,10658.37
0.3698,10276.5452
0.3845,10575.1662
0.3586,9217.5377
0.2985,12115.6909
0.3464,9453.5167
0.3825,10316.9231
0.4014,9724.7748
0.3811,10042.7367
0.3706,9792.9255
0.3061,9375.9516
0.3793,9954.484
0.3867,10715.9536
0.3735,10124.009
0.3899,10218.8426
0.4075,11322.5
0.4071,9390.151
0.3096,9277.9898
0.3299,9619.6925
0.3294,9010.8475
0.3792,9899.903
0.4047,10489.7912
0.3329,9509.5951
0.3722,10657.6083
0.3277,11083.2197
0.3674,9951.3763
0.3684,10139.4448
0.3144,8702.4065
0.3584,9318.6154
0.3546,11165.0418
0.3384,9882.3937
0.3731,10176.2062
0.3601,10385.5926
0.3563,9411.6113
0.3754,8101.294
0.2486,9126.8006
0.3789,10347.8902
0.4181,11636.4184
0.274,10622.6334
0.332,10861.0391
0.3495,8126.6739
0.369,10458.7199
0.37,8598.6707
0.3613,9648.4019
0.37,9060.3975
0.3911,10056.5377
0.3193,10250.04
0.3275,9202.39
0.3648,10320.5438
0.3925,10520.5647
0.3253,7678.0621
0.3386,10042.3318
0.3117,10265.4898
0.3516,8869.9061
0.3761,8717.8459
0.3405,9298.5423
0.3492,10163.295
0.3602,9890.2936
0.319,8655.4783
0.344,10228.8571
0.3879,10417.2626
0.2894,8322.3097
0.348,9994.0795
0.3646,9919.4731
0.385,10111.8978
0.3313,10094.5845
0.3614,11257.94
0.3333,10140.6536
0.3792,9177.6274
0.3213,10323.4972
0.3835,11000.6217
0.3116,10379.6618
0.3438,11155.1835
0.3598,10594.0134
0.3535,9613.4842
0.3586,10512.9074
0.3833,9771.3318
0.3787,11057.9335
0.389,10448.0242
0.3305,8863.1607
0.3632,9138.2085
0.4004,9835.9683
0.2737,8749.3487
0.273,9755.0557
0.3886,6902.9825
0.3547,9923.6929
0.3611,10390.1101
0.42,9658.3394
0.3692,10171.1421
0.3842,9434.3407
0.3251,10489.2364
0.3336,10302.4906
0.3477,9112.6429
0.376,10645.0571
0.3786,9395.6283
0.3926,11294.6629
0.3758,10087.9883
0.3377,10108.9954
0.3363,10462.398
0.4038,8969.2131
0.3713,9795.0287
0.4067,10816.6455
0.3154,9838.6802
0.3394,10331.0785
0.3413,8996.4836
0.3167,11177.2661
0.3447,9988.5762
0.3922,11368.3333
0.3852,11750.0031
0.3791,10576.4712
0.3846,10416.1816
0.3885,9312.9121
0.3445,10842.0432
0.3802,9987.9846
0.3857,11617.9597
0.3603,9981.3994
0.3709,10273.0441
0.4114,10780.229
0.3671,9921.1301
0.37,10178.8606
0.4029,8852.8933
0.3636,10251.1853
0.3395,9992.8953
0.3802,10941.0434
0.3276,10225.5083
0.3373,9812.6636
0.3746,10109.2189
0.381,10310.2896
0.3106,8616.4938
0.3373,9525.1161
0.3668,9952.9048
0.3358,11284.0581
0.3703,10289.5593
0.3278,10813.5709
0.3254,9901.0658
0.4209,10826.5518
0.3956,10788.7116
0.3452,10180.8774
0.3781,10431.3426
0.3503,10188.0015
0.349,8916.5163
0.3856,11859.9704
0.3605,10696.9719
0.3482,10311.2416
0.3557,10276.2624
0.376,10576.2027
0.3733,9773.2923
0.397,10864.2203
0.389,9221.8996
0.3653,10406.2651
0.4017,9905.1004
0.3962,8126.3
0.3541,8856.2391
0.3815,10595.9228
0.2616,10006.1151
0.3196,10121.5337
0.3298,9617.6667
0.3159,9299.4129
0.3875,10343.3737
0.3501,10557.7223
0.3937,10633.9964
0.377,10268.1873
0.3607,9457.8893
0.3697,10097.8974
0.3802,8438.6709
0.3788,9963.5838
0.3107,9880.2347
0.3715,10090.2918
0.3455,10145.4946
0.3213,10713.0474
0.3863,10818.9825
0.3516,10493.2086
0.3727,9192.9752
0.3892,9082.4067
0.3991,9895.8501
0.3715,9036.5364
0.3821,9838.8506
0.3228,8853.6685
0.3346,9810.9016
0.3187,9710.122
0.4074,9779.447
0.3619,8882.9144
0.3569,9556.1018
0.3513,9623.7385
0.3606,9445.6273
0.3588,9994.309
0.4206,11633.1212
0.4398,10433.625
0.3221,9052.3558
0.3863,10235.3475
0.3649,9876.5734
0.3492,9751.7108
0.356,9554.8278
0.3482,10159.5015
0.3546,9569.5528
0.3952,11402.3008
0.3565,10108.9695
0.3573,10684.2516
0.3479,9032.6074
0.3743,10170.4868
0.2896,9165.7621
0.3843,10001.8382
0.3352,9572.1639
0.352,10389.5342
0.3374,10044.1514
0.3862,10480.1622
0.3862,10036.0409
0.3728,10547.0998
0.3384,9980.5865
0.3522,11807.0
0.3773,9877.3107
0.3314,9341.4398
0.3538,10170.9737
0.3889,9908.3974
0.3289,9932.5485
0.3132,8851.1827
0.3957,9961.6502
0.3851,9888.6277
0.3591,10526.3205
0.3839,9412.6005
0.3198,10522.0513
0.3422,10931.7994
0.355,10001.8402
0.2377,8412.0915
0.4042,10193.344
0.3601,10247.886
0.3838,10331.8688
0.4024,9984.4292
0.3752,11026.5627
0.3836,9615.8238
0.3124,10646.8086
0.3568,10294.0379
0.3482,8994.9363
0.3401,9578.5211
0.378,10715.707
0.3467,7972.6437
0.4185,10657.0157
0.4017,10451.0331
0.273,9718.8938
0.3711,9910.2399
0.3499,9669.8528
0.2905,8581.043
0.3699,9885.8323
0.3315,10011.3843
0.3634,12523.3281
0.3299,10222.7417
0.374,10145.878
0.3713,9163.526
0.3869,9379.5922
0.3563,8363.5385
0.4148,10189.7887
0.3285,9394.1407
0.4202,11256.9958
0.3801,10602.3796
0.3675,9639.7925
0.3909,9335.1894
0.347,9890.3219
0.3832,10652.3139
0.342,10116.2761
0.3091,9608.2717
0.3823,11246.5154
0.3785,10707.0
0.3187,10138.7371
0.3741,10756.3202
0.3467,10243.1653
0.3795,11279.2899
0.3707,9141.8925
0.4275,10380.8462
0.3294,9986.8129
0.389,9513.8317
0.285,8421.7158
0.3709,9637.121
0.3141,10052.1785
0.3784,8747.6848
0.3634,10318.9271
0.3584,9473.2077
0.3652,9833.0673
0.1507,8832.4021
0.3895,13763.3433
0.3467,10893.2944
0.3732,10158.0646
0.3758,10378.5038
0.3854,11535.5957
0.3519,9917.0314
0.3962,14188.8673
0.2957,10882.7215
0.3236,9161.4545
0.3052,10866.3943
0.387,9903.3973
0.3654,8728.3571
0.3558,8792.9237
0.341,9587.7685
0.3137,8175.9389
0.3862,11134.1594
0.3742,9997.5284
0.3292,8617.6799
0.4024,9767.2188
0.3674,10579.3048
0.3718,10535.3826
0.3807,11073.0551
0.3367,9793.1476
0.337,8728.968
0.3858,11130.7893
0.3205,10105.6952
0.411,10741.9741
0.3934,9057.3995
0.3169,9532.262
0.3739,9185.1565
0.3565,10462.326
0.3438,9552.9182
0.3303,9735.4466
0.3431,10080.91
0.4014,10798.3603
0.39,10298.0439
0.3324,10088.5796
0.3492,10108.6738
0.3709,10173.5372
0.3734,10352.1879
0.3661,10205.7126
0.3571,8948.0898
0.3578,10062.8321
0.3558,9207.033
0.3596,10212.9514
0.3619,9910.4206
0.3451,9275.2482
0.3803,10306.5252
0.3639,10118.6643
0.3275,9701.3896
0.3841,10901.0758
0.3965,10817.3487
0.3337,7095.5658
0.3619,10455.9902
0.3745,10740.596
0.3812,10213.2092
0.3897,8991.6883
0.3413,9692.3531
0.3426,9436.5522
0.449,7799.3333
0.3868,10044.5586
0.3475,9434.232
0.3825,9637.5445
0.3799,10415.7211
0.3621,10122.1598
0.3276,9364.0076
0.3518,10628.1841
0.3331,9732.2684
0.4044,10418.7185
0.3796,10830.6583
0.3215,10494.8722
0.3518,8854.2842
0.2915,9476.7928
0.408,10963.8406
0.3431,9809.9528
0.3756,9775.4302
0.3684,10715.705
0.3722,9946.5435
0.3658,9774.4038
0.3574,10642.1373
0.3995,9360.3217
0.3726,10514.5367
0.3531,9693.8125
0.3516,10008.1893
0.337,10507.1621
0.358,9816.5
0.3692,9620.7582
0.3896,9335.0118
0.3541,9193.7659
0.3572,9814.1
0.3452,10419.8201
0.252,10206.6905
0.4012,10016.5037
0.3772,10008.0696
0.3262,12614.7308
0.3277,7710.4272
0.4052,9226.2893
0.3409,11202.861
0.298,10180.724
0.3723,12208.3889
0.3867,9581.5059
0.3876,9968.284
0.3555,9918.2397
0.4255,9757.0161
0.3468,9252.1841
0.3982,8692.9306
0.2685,9977.9075
0.3862,10289.233
0.3261,7191.0976
0.3924,12741.4331
0.3351,9705.9325
0.451,7945.8182
0.382,10384.75
0.3408,9984.5996
0.32,9858.436
0.3821,9910.4572
0.4015,9992.8526
0.3466,8864.7444
0.3812,10125.7408
0.3929,14131.0667
0.3847,10169.5745
0.2665,8901.3423
0.3605,10380.4323
0.3706,10163.1186
0.4007,10792.2953
0.3335,9894.4768
0.4665,8364.9219
0.3962,9650.0275
0.3041,8663.1458
0.371,9424.7387
0.3724,9306.9618
0.3654,9726.1353
0.3465,9875.1776
0.3983,9438.7828
0.3601,10692.5104
0.3809,10761.0485
0.3448,9166.0284
0.3707,9570.6412
0.3455,9710.1225
0.3706,10256.0687
0.3766,11385.5636
0.3814,9359.0661
0.3128,8158.7902
0.3705,10162.5829
0.3529,9073.7651
0.3588,9735.2596
0.3561,10133.4623
0.3652,10010.4185
0.3679,9744.1722
0.4169,11902.6494
0.3886,9944.955
0.3685,10216.96
0.2651,9602.4222
0.374,10447.8031
0.423,10042.1377
0.4228,11075.2463
0.3521,9621.1905
0.3703,11142.9258
0.3809,10819.2935
0.4043,10445.9041
0.3546,10579.4759
0.3536,8945.3965
0.332,12035.1321
0.4147,10065.7584
0.3374,9258.2348
0.2435,8794.6335
0.3735,10515.8649
0.3488,10062.9434
0.3704,9943.2525
0.364,10054.104
0.3608,9737.1916
0.3245,9933.8011
0.377,9622.3028
0.3652,10208.6984
0.2855,9261.8333
0.3659,10481.8167
0.4001,10241.3008
0.388,11210.4521
0.3892,10821.6846
0.3991,11346.3985
0.3877,10056.3033
0.3037,9450.1967
0.3349,9263.1015
0.4023,10811.3933
0.39,9939.5012
0.3977,10024.252
0.3684,9469.7355
0.3898,8129.7133
0.3628,9882.3042
0.363,9515.2315
0.3294,9840.2311
0.338,8870.9058
0.3767,9834.4651
0.3498,9622.4346
0.4084,9771.7368
0.321,10278.5359
0.3524,11204.6231
0.3401,10095.0838
0.3939,10264.7375
0.3167,9560.7124
0.3582,14173.2121
0.4037,11570.1626
0.3668,9852.1389
0.3473,9163.0132
0.3545,9765.314
0.3134,8847.812
0.4122,10354.0903
0.398,8895.2383
0.3705,10334.9177
0.3926,10838.129
0.3204,10453.0432
0.3384,9909.6478
0.427,10092.3512
0.3676,10826.9032
0.3823,9460.7306
0.3277,9243.6642
0.3476,9309.2284
0.384,10338.6653
0.4068,11510.3152
0.3524,9553.3581
0.3386,9559.1324
0.3458,9732.1337
0.3739,10323.1823
0.3516,9504.254
0.3696,10043.4343
0.3697,10961.0638
0.3344,10316.9091
0.4209,9141.2374
0.3875,9824.0655
0.271,11615.7692
0.4028,9475.4231
0.383,10138.8492
0.3831,10229.9629
0.293,9364.7579
0.3937,10694.5568
0.3663,10498.7191
0.3676,9362.1366
0.3314,10673.1284
0.4013,9401.6667
0.3714,9731.6997
0.4,11423.5457
0.3284,10483.0345
0.3732,9257.4392
0.364,9955.1554
0.3501,9376.0293
0.3439,9717.9739
0.3244,9885.9718
0.3757,10218.8997
0.3894,9533.1376
0.3909,10836.8512
0.3825,10390.2185
0.3402,9849.1378
0.3969,9733.6669
0.3583,10983.9812
0.355,10176.6066
0.2983,9627.003
0.4139,9081.321
0.3658,9650.7545
0.4027,8438.2093
0.4095,10789.6587
0.3721,10149.2696
0.3752,10586.8903
0.3103,8491.8563
0.3571,10096.0262
0.3,8605.3666
0.3439,9816.2457
0.2689,9728.8269
0.3854,10231.5843
0.3157,10063.3086
0.4598,10682.3199
0.3392,9830.6162
0.3247,10019.25
0.3697,10607.4059
0.3708,10000.7669
0.3563,10326.6341
0.3436,9207.7358
0.3649,9958.9358
0.2349,7895.4037
0.4008,9526.3934
0.2946,10090.7651
0.3707,9675.5683
0.3465,9807.3374
0.351,9753.4835
0.3987,8825.6167
0.3692,10525.6411
0.3592,10921.8283
0.3421,9819.4351
0.3429,8660.7315
0.4334,10137.0186
0.3747,8994.9506
0.374,10422.5914
0.4007,11366.2166
0.4744,7804.4483
0.3812,8927.7705
0.3454,11906.1724
0.3448,10291.8094
0.3695,10193.0164
0.3823,9678.3654
0.3976,11121.002
0.3736,9305.733
0.4235,10168.843
0.368,10179.8305
0.4243,10693.2053
0.3735,9716.8006
0.4141,9715.8909
0.3773,9020.893
0.397,10572.6772
0.3951,9617.4728
0.373,9157.3656
0.364,10106.0032
0.3664,10835.5652
0.3171,10272.6861
0.3347,10236.0165
0.3514,9391.8729
0.3753,9851.4936
0.3694,11059.4902
0.3817,9791.0216
0.3713,9682.097
0.3697,9815.1278
0.3451,9837.3888
0.4207,10542.5507
0.3623,10575.1617
0.3237,9891.2385
0.4052,10043.0511
0.4183,9152.3147
0.4001,11257.513
0.3773,10170.0168
0.3491,9828.6484
0.3988,10239.6283
0.3659,9137.1872
0.4018,11098.7045
0.389,10215.892
0.3463,10522.7784
0.3441,9490.7075
0.2908,9873.1449
0.3695,10233.546
0.3944,10169.1974
0.2994,9575.9517
0.4075,9831.6699
0.3574,8465.7172
0.3917,7330.5455
0.3284,10260.4582
0.3572,9994.095
0.3849,9792.7941
0.3272,9089.084
0.3353,10038.7688
0.3741,9490.8488
0.3471,9584.2697
0.3766,9941.4936
0.3609,9929.3554
0.331,10079.3825
0.3918,10748.2306
0.3717,10833.4483
0.3664,10635.813
0.3817,9950.5457
0.3816,10078.033
0.3972,9667.7821
0.361,9338.9074
0.3335,9488.2932
0.3414,10065.25
0.3547,9674.2754
0.3425,11446.7368
0.3253,8457.7552
0.366,10085.6416
0.2959,9716.7865
0.284,8990.2557
0.3502,11295.9688
0.3655,10016.5444
0.2757,9204.6701
0.3904,9836.9223
0.3207,11100.0989
0.3599,10222.9413
0.3953,9965.9571
0.3067,9021.8761
0.4558,11674.1848
0.4366,9621.5991
0.2731,9266.8959
0.3515,9264.8831
0.3479,9313.0473
0.387,10257.8022
0.3464,12426.2336
0.308,9271.9551
0.3079,9668.2026
0.3566,9519.0782
0.4112,8517.8582
0.3432,9663.1477
0.4026,10518.9693
0.3105,7779.3309
0.3539,9169.6863
0.289,9103.0628
0.3842,9840.2857
0.3675,9617.9286
0.374,10062.1597
0.3566,10393.3425
0.3999,11064.9918
0.3455,8893.8483
