SOC1_SC1,SOC1_G1
0.3643,9963.764
0.3723,11042.9169
0.3825,9691.5
0.3678,10244.6237
0.4129,9964.8927
0.3872,9381.4464
0.3418,9413.2529
0.3587,9988.0396
0.3698,10518.9033
0.3781,12088.7696
0.3579,10101.992
0.3474,7898.9938
0.3533,9262.7156
0.3548,10229.9806
0.3645,10110.1175
0.3529,9924.146
0.348,9166.6985
0.3571,9471.3491
0.3555,14516.25
0.319,9253.7349
0.3434,9733.0137
0.3534,11015.3825
0.3465,9952.1737
0.4021,9431.7843
0.3229,12309.8673
0.3197,9403.8857
0.3731,10299.0628
0.3825,10423.2659
0.3447,9922.3625
0.3336,8992.6448
0.3674,10540.3848
0.3404,10252.5593
0.3709,12440.7919
0.3152,9159.0566
0.3613,10773.5627
0.3827,10212.0874
0.3937,10373.2397
0.366,9970.8093
0.4098,11249.8487
0.3468,9831.8777
0.2799,7497.0264
0.3128,8310.5724
0.3186,9996.5655
0.3395,9392.0604
0.3798,10708.9979
0.3206,9377.3747
0.4061,10479.8538
0.3967,9345.6549
0.3607,10765.6588
0.3823,9210.6693
0.4036,9448.2422
0.3688,10778.6039
0.3239,9858.7547
0.3746,10317.1155
0.3575,10710.824
0.378,10542.6661
0.3101,8632.7865
0.3864,10541.9671
0.3556,9769.0918
0.3619,9752.7333
0.3617,10397.8495
0.3094,12692.4724
0.3492,9340.8868
0.3632,10392.8295
0.3815,10674.8462
0.3436,10760.1271
0.3697,10052.0144
0.2929,9379.8366
0.3084,9015.5033
0.3663,10229.379
0.3733,10775.3699
0.3561,9426.892
0.3732,8925.0597
0.4115,10425.1255
0.3758,9868.8549
0.4077,9945.6138
0.3899,9740.7278
0.4071,10450.6396
0.3838,10457.7633
0.3638,10146.577
0.3813,10171.5156
0.3559,9390.1691
0.3716,9913.7179
0.365,9948.3825
0.3618,9470.227
0.3315,9201.5811
0.3461,10312.4371
0.3879,10310.4494
0.358,10108.1013
0.3788,11210.9831
0.3888,9805.4906
0.3996,10785.2519
0.3814,10526.6988
0.2894,8575.3376
0.3654,9797.2787
0.3557,10252.494
0.3544,9273.8889
0.3134,10131.8613
0.3995,9599.328
0.3532,9189.2256
0.3823,9023.7556
0.3395,10710.8114
0.3287,9807.8513
0.3992,10916.1233
0.3512,10843.3807
0.3659,9037.8333
0.3605,9350.5487
0.331,10112.1322
0.2296,8286.2766
0.3609,9528.875
0.3641,10507.2752
0.3509,11713.03
0.3737,10518.1279
0.3312,9473.6667
0.3625,9841.8818
0.3113,10072.9441
0.3572,10240.6528
0.3705,10057.3982
0.3441,8692.485
0.3783,10406.3253
0.3682,9589.5701
0.3681,10056.6241
0.3247,9153.9855
0.3528,9564.7743
0.3615,9293.7417
0.3664,10433.7631
0.3933,9131.2624
0.3849,10160.7934
0.4339,9899.7577
0.391,10099.1958
0.4004,9298.9559
0.3624,10069.7637
0.378,10446.4222
0.372,10576.1004
0.4246,11571.509
0.3663,9788.2556
0.3672,10385.6311
0.3907,10979.3929
0.324,10170.77
0.4036,11805.6509
0.3469,10277.4576
0.3725,10823.5676
0.3176,8830.1857
0.4064,10559.0971
0.371,7990.8027
0.3525,8966.5325
0.3137,9598.6014
0.3275,8962.9472
0.3957,9784.0368
0.3137,9836.0495
0.381,10950.4505
0.3617,9271.2893
0.3074,11699.6593
0.4202,10307.346
0.3539,10157.234
0.3496,9258.2686
0.3669,11155.1244
0.3848,10948.8247
0.3837,10307.9341
0.359,10164.4189
0.4184,10091.5768
0.255,15760.6545
0.3692,10015.4369
0.3899,9925.8497
0.3424,9393.6364
0.3809,10022.6925
0.3642,9144.0708
0.3715,8615.6255
0.3609,9551.5699
0.3561,11200.4038
0.4098,9159.7667
0.3364,9967.371
0.3857,9127.8907
0.3585,10227.767
0.3541,9990.8249
0.3188,8517.52
0.3725,10389.8082
0.3251,9937.9125
0.3766,9863.2372
0.4009,9817.2634
0.3571,9872.675
0.3631,11006.2199
0.3708,10963.8769
0.2534,11322.1345
0.33,10033.3378
0.3741,10962.0987
0.2937,9871.3654
0.3424,10436.74
0.3614,9506.0664
0.2822,9283.5895
0.3534,10154.6216
0.3762,10378.824
0.3566,10237.0976
0.3737,10607.2113
0.3476,9917.8966
0.345,15812.0
0.4043,10904.058
0.3215,9289.3901
0.2927,11742.8951
0.3804,10317.5849
0.3516,10667.5805
0.3389,9923.241
0.3347,8682.4359
0.3699,9510.4551
0.3479,9283.7509
0.3793,9995.054
0.4494,8884.3131
0.3153,9593.8842
0.3335,11613.5273
0.3649,9559.1995
0.3294,9644.754
0.3816,10610.7857
0.3385,12964.8772
0.3811,9589.8207
0.3535,9466.4258
0.3451,10602.1523
0.3214,10436.1899
0.3547,11479.6721
0.3618,9269.5883
0.3863,10242.4639
0.3541,8519.6447
0.3558,9361.9972
0.3943,9990.7525
0.3569,10170.3645
0.3961,10983.4634
0.3738,10323.3649
0.3315,9393.9076
0.3742,9890.8989
0.3412,9889.1651
0.3676,9135.9534
0.3216,9425.5696
0.3334,9063.2854
0.3708,9271.9657
0.3548,10213.1832
0.3426,9550.6949
0.3495,8447.3136
0.3422,9578.0772
0.3053,10172.5069
0.3394,9726.3994
0.3356,9573.1526
0.381,9527.9439
0.391,9179.8258
0.3115,8704.2532
0.3549,9030.3024
0.3794,10015.0469
0.3647,9615.2944
0.3145,9374.3021
0.3552,10464.4035
0.3552,9229.3779
0.3361,10706.5344
0.3283,9610.2431
0.373,8541.1346
0.3576,9943.9535
0.3792,10259.3926
0.3708,9543.8956
0.3635,10265.1529
0.3525,10591.1073
0.3073,10227.0079
0.3911,9560.9725
0.3649,10796.0239
0.3893,10067.383
0.3552,10467.0385
0.3729,10185.7221
0.3429,9897.4495
0.3474,11653.4655
0.3433,10805.2107
0.3991,11271.2746
0.3846,14089.5833
0.3471,9974.5385
0.3905,10456.2056
0.3587,9365.0053
0.3951,10096.063
0.3908,11649.6178
0.38,10837.1417
0.3762,9208.7209
0.3307,11450.1015
0.3969,9208.4105
0.3885,9699.6675
0.4128,11054.8265
0.3976,10811.2428
0.3569,10003.6678
0.3301,8968.4233
0.3731,10688.5177
0.3918,9785.3782
0.3491,8481.5667
0.3655,10220.314
0.39,10083.4514
0.3234,9238.4923
0.3441,9803.3787
0.3847,11380.367
0.3608,7985.6685
0.3515,9538.4426
0.3486,10167.7307
0.3707,10199.0413
0.2663,7102.8481
0.2693,13606.8309
0.4299,10492.0042
0.4404,10273.3353
0.3502,10361.7956
0.4031,8909.4162
0.3555,10291.1257
0.3377,9058.2615
0.3586,9800.7269
0.3812,9852.0258
0.3402,10142.1571
0.3821,10799.0857
0.3569,10095.0534
0.3501,8818.0505
0.3474,10019.8984
0.3374,9456.7807
0.3781,9439.1995
0.3778,10365.5478
0.3035,9821.5706
0.3624,10790.8345
0.3528,9919.3134
0.4199,8597.2174
0.3778,10778.2491
0.3784,10555.1363
0.3674,9478.6525
0.3946,10308.6029
0.3744,10071.298
0.3232,10736.802
0.4,9838.7949
0.3855,11209.7703
0.3161,9149.7237
0.3661,10128.5572
0.3663,9955.8826
0.3821,10318.4745
0.3931,10158.4609
0.3339,10316.7352
0.3183,9687.5388
0.2615,7420.6185
0.3886,11528.6228
0.3808,9764.9718
0.3623,10848.155
0.344,11865.4903
0.2889,8881.9894
0.4235,10690.0213
0.3774,9645.2964
0.3257,9663.6452
0.375,9663.4965
0.3094,10044.7399
0.3158,9358.4412
0.3556,10342.874
0.3352,8881.4409
0.4042,8537.0156
0.3529,9133.0296
0.4062,11744.0246
0.3862,10562.4218
0.4122,9048.8582
0.3951,9462.4272
0.3824,8828.3015
0.3637,9841.6535
0.3658,10209.1147
0.3656,9975.3697
0.3113,8499.4923
0.3746,11052.6757
0.4183,9482.5298
0.3619,9982.862
0.3746,9973.9759
0.3729,10316.835
0.2927,9467.6633
0.3485,10457.0816
0.381,10283.057
0.3535,9741.9556
0.4108,9981.819
0.3824,9541.9492
0.381,10591.4718
0.3755,9552.2222
0.3315,9209.2755
0.37,8701.8618
0.343,9692.0759
0.3488,9008.3539
0.373,9893.557
0.3976,10475.1833
0.3915,9877.7173
0.3176,8547.462
0.3389,10727.3382
0.3466,9658.5925
0.3389,9902.248
0.3955,9574.6432
0.3735,9619.6216
0.3959,10001.2657
0.3289,9495.1978
0.3514,9682.8566
0.3954,9455.0381
0.3884,10459.229
0.3368,9490.786
0.3415,9474.9418
0.4241,7770.6205
0.3771,9443.2136
0.3112,9412.0237
0.3409,10034.1714
0.3455,9590.5763
0.2953,9953.766
0.3417,8781.4358
0.4005,9361.0746
0.324,9761.9296
0.3497,10403.3356
0.3582,9076.0843
0.3517,10051.674
0.3592,10291.5952
0.3554,10244.5491
0.366,9383.0879
0.3236,10252.5598
0.2924,8941.1417
0.3622,10211.2461
0.3822,9561.8961
0.3509,11209.4767
0.2635,10218.1931
0.3142,9433.2121
0.3647,10042.2903
0.3495,14733.363
0.4031,9665.8841
0.3756,9639.7049
0.3266,9766.0808
0.3394,10189.9385
0.3861,9898.8163
0.3419,9419.9751
0.3469,10856.4144
0.305,8759.2883
0.3349,9050.6043
0.3419,8134.0896
0.4231,11060.0267
0.3531,10054.3794
0.373,9553.8125
0.3848,10460.3529
0.3189,9327.4406
0.382,10465.6748
0.3774,9680.5783
0.4005,9703.452
0.3983,11031.5588
0.421,9911.9712
0.326,8977.9196
0.3749,10507.3062
0.3705,9969.2169
0.3618,8844.372
0.3582,9799.5195
0.3689,10904.4915
0.4159,9303.8357
0.3718,8892.5616
0.4036,10150.3144
0.3667,11157.0242
0.3804,9966.6269
0.3922,10526.18
0.347,9510.9959
0.4067,10021.2778
0.2908,10111.0255
0.3648,10038.7041
0.3675,11675.4043
0.2754,8634.6403
0.3677,11278.5201
0.2463,10211.1474
0.3968,10223.2809
0.3716,10929.5761
0.3762,10447.6522
0.3777,11153.2671
0.3441,10026.1313
0.4107,9574.9231
0.3535,9955.0252
0.3493,10443.0735
0.3974,9608.0495
0.374,9721.8389
0.3934,10028.4848
0.3146,10076.3851
0.3575,10145.0511
0.3838,8976.0886
0.3332,9896.0804
0.383,10098.7702
0.3973,10375.2885
0.3985,10748.1115
0.3941,10302.9562
0.3868,11621.2014
0.3733,10322.8965
0.4283,9784.0812
0.3594,9986.7455
0.3769,9786.8222
0.3654,10075.8581
0.391,10476.7391
0.3792,9527.4868
0.3843,8410.6972
0.3926,12082.4336
0.3471,9522.2696
0.413,9720.2621
0.2414,8010.2281
0.3639,9584.0631
0.3433,10203.0296
0.34,9180.6357
0.3558,8959.5081
0.3731,9274.0
0.3827,9917.7604
0.3084,9093.8192
0.3689,10352.5762
0.3262,9744.3794
0.3619,10164.3323
0.3743,11048.4823
0.4013,9512.4899
0.3722,9908.1591
0.3313,9803.7883
0.3396,10398.6973
0.3505,9892.2456
0.3395,10331.8778
0.4058,9534.8215
0.3553,10033.9918
0.4279,9895.265
0.2953,9794.3265
0.3503,10221.6388
0.3591,9596.9867
0.377,10116.7566
0.319,9754.2717
0.3616,11180.2719
0.3361,9442.9915
0.3327,12191.1792
0.4272,8995.6053
0.3267,10092.2185
0.3317,9296.0027
0.4349,11633.0064
0.3618,10068.7806
0.3924,10789.9379
0.3294,8805.3424
0.3494,10114.7135
0.3394,11286.9308
0.3449,9664.6234
0.354,11510.8471
0.4183,8683.4452
0.3359,9312.642
0.4011,10308.7961
0.3422,11033.2926
0.3506,8722.7162
0.3443,9239.7118
0.3652,10222.3207
0.3815,9859.8889
0.345,10066.2308
0.3566,9274.5321
0.3838,9184.9138
0.2616,7016.6981
0.3563,9355.0283
0.3714,9953.8646
0.4075,9954.9444
0.4101,9943.1016
0.363,10181.5162
0.3597,10406.3048
0.4319,10792.5242
0.421,11009.2569
0.3438,9300.216
0.3817,11074.6199
0.3459,9019.5333
0.367,10271.9472
0.3943,9899.8084
0.3542,8403.3166
0.3516,9366.3925
0.3225,8675.6824
0.2545,7533.6742
0.3965,10442.2505
0.3863,9886.8732
0.3757,10762.8653
0.3712,10037.0364
0.3158,9543.9598
0.3822,11039.7993
0.3982,9810.6152
0.3629,9719.7603
0.3747,9679.9928
0.3748,10014.4951
0.4239,9968.6103
0.3585,9067.214
0.374,10162.3822
0.3741,10332.3191
0.352,10625.3991
0.4261,11623.3412
0.3484,8544.9132
0.3356,9509.0777
0.3661,10530.8927
0.3727,10148.6504
0.4129,10871.9141
0.3399,10071.3039
0.3363,9585.6218
0.3609,10184.7277
0.383,10457.5289
0.3641,10659.0818
0.3641,10565.0867
0.3466,10124.9589
0.4057,8051.9023
0.3761,9445.3001
0.3423,9321.5974
0.3564,10057.6051
0.3887,8529.695
0.3395,10328.4942
0.325,8468.5724
0.3672,10653.5437
0.3586,9243.3775
0.3743,9379.1098
0.3533,9090.8075
0.3699,9430.265
0.2865,10115.5643
0.3707,9352.5201
0.3161,8889.4906
0.3756,8907.319
0.3655,11018.9141
0.3936,10594.7941
0.3341,10108.4909
0.3499,9131.1111
0.4047,9536.4937
0.3072,8564.3776
0.4201,9553.7423
0.3525,8838.6562
0.334,10546.38
0.3845,9676.4072
0.4089,10595.4144
0.3795,9909.6786
0.3807,11371.5568
0.3547,11507.1856
0.3523,11620.4752
0.3919,10258.1711
0.3895,8015.6582
0.2957,8671.7822
0.3154,8781.7986
0.3545,10354.7707
0.3768,10797.7748
0.319,10222.8341
0.4474,10608.5733
0.3523,10258.6278
0.3914,10435.9219
0.3643,10646.9487
0.3009,10081.9956
0.3769,10192.1627
0.3496,10168.1774
0.3591,10797.5617
0.3275,9729.8948
0.3803,10495.2422
0.3858,10151.665
0.3475,10404.4509
0.4651,10748.3846
0.3942,10769.1417
0.3519,10621.2916
0.3483,10695.9546
0.3766,10270.0909
0.3392,9232.0657
0.3224,10606.7454
0.3341,10167.5119
0.3638,9535.6121
0.3576,10121.2135
0.3615,10233.1632
0.2931,8425.0769
0.3413,9225.3717
0.3541,10159.4059
0.3681,9607.9831
0.3791,10673.5114
0.3692,10385.7143
0.4205,9727.4912
0.3738,10300.9061
0.316,9452.3854
0.3843,10417.749
0.2826,10459.7159
0.352,10484.8219
0.3507,11251.331
0.2519,10735.4
0.3683,10482.5133
0.3789,9826.0971
0.3314,9422.1706
0.3864,11664.7149
0.3726,9932.644
0.3483,9869.788
0.4196,11881.339
0.358,11294.1013
0.3596,10158.5823
0.4323,10732.5114
0.3548,10189.2699
0.4467,9773.1917
0.3318,11414.586
0.3779,9615.9019
0.3882,9466.723
0.3984,10233.9211
0.3598,9995.0814
0.3459,9788.8261
0.424,10824.1103
0.3605,11082.5042
0.3238,10268.4809
0.34,10200.5568
0.3441,9207.3753
0.3815,10646.5204
0.289,9344.8834
0.3942,10771.8186
0.3635,10499.2115
0.3596,10030.5731
0.3106,10091.2556
0.3456,9544.6533
0.302,8715.8802
0.3576,9139.555
0.3773,9613.4293
0.3736,10709.7147
0.3609,9571.087
0.3132,9923.0855
0.3478,9746.1364
0.3915,11103.4484
0.385,9966.4138
0.3727,13851.0625
0.3385,10110.8841
0.3654,8804.3559
0.3649,10301.1888
0.2959,10793.8833
0.3715,8038.569
0.3211,9637.0777
0.3372,10115.8144
0.346,9982.3365
0.2415,9740.7926
0.3437,10382.0837
0.3589,10260.662
0.3985,10790.4785
0.4001,9218.498
0.4015,10341.2364
0.352,9170.2633
0.3683,9677.4865
0.3769,11219.043
0.4109,9487.8595
0.3747,10505.6459
0.3863,9561.2792
0.3826,10339.1011
0.364,10265.2115
0.3841,10401.9373
0.3655,9451.8737
0.346,10029.5
0.3681,8561.1488
0.3706,9916.3045
0.3661,9783.2924
0.3526,10262.2723
0.4172,11811.7852
0.3583,11649.711
0.3562,11992.9625
0.364,9725.0882
0.4117,10889.5223
0.3576,10098.505
0.4148,9814.4422
0.4209,11124.0357
0.3646,10072.2917
0.3519,9097.0736
0.399,9495.1698
0.4159,10077.4063
0.3478,9233.2005
0.3664,10000.8397
0.362,9485.0967
0.3417,10342.1806
0.3545,9368.6374
0.3272,8251.4587
0.2982,9482.2214
0.3687,9650.6383
0.4336,10634.1926
0.2779,9520.9371
0.3615,9870.892
0.3973,11341.141
0.4141,9021.6462
0.3896,10083.7938
0.3185,10003.6437
0.3714,8275.4098
0.3896,10889.0
0.4145,10668.9838
0.3989,9988.9794
0.4177,9784.1905
0.3763,10290.4619
0.3301,9180.0011
0.3931,10215.9152
0.2807,9302.7286
0.3698,9751.6073
0.373,10606.7092
0.371,9039.1393
0.3346,8997.4853
0.3461,9907.5175
0.3983,10679.9521
0.3504,10753.1655
0.4317,10360.322
0.3634,9637.5063
0.3295,8907.0226
0.4391,9763.8141
0.4002,9886.0442
0.4008,10136.2347
0.4032,10216.5994
0.3405,8098.7615
0.3006,9642.5541
0.3887,10806.3076
0.3371,9855.9487
0.3865,10027.1854
0.4664,11798.6197
0.3648,10281.0306
0.3242,11777.0
0.3648,10077.3006
0.2514,9570.6231
0.3459,9848.4377
0.3697,9507.7362
0.3371,10052.5468
0.302,9681.1509
0.3196,9285.0361
0.3378,8458.4841
0.3729,11682.6944
0.4004,8763.1654
0.3371,9276.4096
0.4607,9311.0294
0.3308,9901.0218
0.3645,10392.8447
0.3224,9311.2474
0.3411,11079.3731
0.3614,10044.3569
0.3518,8329.9389
0.3117,10113.328
0.3658,10368.5845
0.3221,12818.6282
0.3942,9941.1321
0.3618,10162.8
0.3766,11416.0137
0.3282,11034.1613
0.3143,9107.028
0.3725,9825.1444
0.3666,9772.4154
0.3829,9116.7385
0.349,9605.3227
0.3616,9548.5959
0.2957,12974.8
0.3254,10015.3197
0.3947,11090.6105
0.3538,9785.9483
0.379,10224.9972
0.3924,10482.5585
0.3949,10095.2828
0.3229,9435.18
0.3702,10523.8193
0.3281,10148.6749
0.3187,9327.2237
0.376,10004.223
0.3551,9608.2276
0.3022,9106.9927
0.3498,10700.0634
0.3181,9544.4208
0.3553,9901.2336
0.3859,10066.3333
0.2871,9000.5431
0.3618,9676.8288
0.3999,9538.1806
0.3433,9914.6461
0.4383,10596.7944
0.3772,9798.2424
0.3316,9067.4765
0.3799,10963.3632
0.319,11200.619
0.2525,8858.83
0.2874,8145.6063
0.3622,9265.845
0.3587,9933.0876
0.4299,9327.0284
0.3561,10697.7075
0.4027,10507.2529
0.2893,8979.3553
0.381,9698.1675
0.3285,10966.1232
0.329,9101.8002
0.4038,9707.203
0.4084,10467.2
0.2559,7718.6708
0.3096,8429.3206
0.3611,9806.9326
0.4282,10368.8717
0.2737,9511.4411
0.3588,9669.723
0.3884,10223.1805
0.3588,9469.9248
0.3477,10152.0442
0.3735,9987.7984
0.3695,11466.251
0.3253,10338.6481
0.3562,9748.3401
0.3679,9437.0893
0.3718,10237.2821
0.2539,6762.5
0.4241,10499.3981
0.4069,9760.5924
0.353,10011.0123
0.3892,9569.0825
0.3978,10573.9848
0.3609,9714.3041
0.3575,9140.795
0.3675,10690.4191
0.3683,10444.0403
0.3848,10182.4863
0.3396,10572.0551
0.3394,9992.1247
0.3605,9313.0
0.3817,10697.024
0.3804,9324.9457
0.3352,8676.7688
0.3475,8743.8704
0.3313,11588.9915
0.3562,10182.5388
0.2554,8876.9233
0.3523,10183.8841
0.3848,9876.9437
0.3657,8428.9305
0.3563,10061.414
0.3337,9837.7401
0.3783,10018.7531
0.4019,9981.9086
0.4171,10937.2722
0.4373,12010.593
0.325,9758.6711
0.4161,10245.75
0.3307,9532.0523
0.3622,9423.041
0.3753,8291.6607
0.3469,11376.2565
0.4026,10681.7022
0.3714,9976.3558
0.3953,8758.8794
0.3454,9255.7752
0.4001,9763.7228
0.3928,9808.6366
0.3828,9948.0566
0.4248,11667.3333
0.3714,9057.2065
0.344,9642.3459
0.3879,10254.1684
0.3801,9034.6571
0.3869,10095.0684
0.2525,9193.3073
0.3237,10106.8325
0.3497,9744.2026
0.3756,10755.6605
0.3829,10149.0105
0.3874,9992.5706
0.3758,9602.9079
0.3724,10539.8054
0.378,11103.0364
0.353,9762.6531
0.3399,10251.4995
0.3779,10246.6412
0.3457,9579.535
0.3831,11015.4179
0.3662,10129.5538
0.3074,10332.5647
0.3616,10618.9049
0.3738,9794.9264
0.397,8779.0544
0.3277,10195.5495
0.3564,10540.2896
0.3585,11127.3265
0.3266,9125.9512
0.356,10101.0262
0.281,10840.6867
0.3188,9941.1842
0.3371,9340.8979
0.3521,10122.754
0.3455,10444.9091
0.3062,10307.3434
0.3796,11023.9934
0.3389,9787.2243
0.2781,8998.3249
0.4139,11267.3991
0.3042,8620.4909
0.3641,10832.1761
0.3831,10515.184
0.3963,9021.4855
0.3739,9961.1894
0.3722,10151.0532
0.3618,9687.7434
0.4556,10858.6111
0.3944,8813.0821
0.3606,10712.7708
0.4506,10746.8031
0.3896,13362.2021
0.3414,9220.0
0.3865,10498.5217
0.3666,9421.6118
0.4086,10688.639
0.3611,9597.1055
0.2937,8878.14
0.2962,8702.8626
0.466,9551.0357
0.4028,11296.8571
0.3601,10566.1
0.3657,10510.0918
0.3813,10276.6593
0.4095,10037.0462
0.3645,10332.5831
0.3884,10552.2069
0.3752,9836.8422
0.3469,10697.3596
0.3434,10930.1404
0.3753,10472.0234
0.3134,9239.8295
0.3263,10326.7348
0.3583,9827.0631
0.3749,10522.2081
0.331,9404.7083
0.3683,8521.2585
0.3551,9883.8765
0.3585,9147.745
0.3064,10199.8199
0.379,9377.2846
0.3628,9316.2746
0.385,9743.8288
0.275,9109.6174
0.3784,13630.9873
0.388,9677.9174
0.3732,10079.5081
0.3965,10073.0481
0.3372,10135.336
0.3856,11227.7299
0.3237,9576.6281
0.3883,9713.8351
0.3837,10155.7047
0.3291,9871.538
0.3733,9739.3843
0.3928,9923.8894
0.3416,8524.3713
0.3551,10888.2185
0.3712,11316.5234
0.3294,9361.2333
0.3501,9082.9785
0.3156,11041.678
0.3713,10122.6533
0.3566,9566.0342
0.2933,8581.1406
0.3789,10889.1471
0.374,10669.2301
0.3157,9147.9817
0.348,9953.1803
0.359,10005.163
0.3448,9268.2651
0.3913,8916.3867
0.372,10623.3763
0.3835,9718.3988
0.4538,7724.4074
0.3959,10621.4307
0.3387,9210.6908
0.3778,10763.7573
0.3234,9792.6966
0.3435,9311.5296
0.3688,9830.3385
0.3425,9579.7327
0.3469,9555.7741
0.2956,9914.6512
0.3759,9429.2481
0.33,9502.4353
0.4072,11137.3772
0.3728,10552.1209
0.3639,8362.0592
0.3214,9214.1743
0.3838,9455.375
0.3698,10575.5771
0.3633,9802.8837
0.3233,9571.4435
0.3679,9700.9344
0.3463,10706.3641
0.3607,9577.8038
0.378,10359.0474
0.3938,13445.6866
0.3977,9831.1355
0.3603,9495.0777
0.3794,10382.5299
0.3707,8115.203
0.2229,7095.4557
0.3617,10537.2671
0.3779,9593.5357
0.3261,10197.5072
0.403,11372.7768
0.3568,10192.5939
0.3571,9742.6002
0.1622,9019.5825
0.3477,9162.8221
0.3736,11300.5379
0.4025,10425.0084
0.3861,9960.819
0.3567,10150.6131
0.337,8771.0497
0.3924,10367.285
0.4182,9701.5923
0.3767,9998.0411
0.3914,9029.8463
0.3357,10026.8368
0.3328,10108.7315
0.3473,9285.4804
0.3997,10190.0303
0.3607,10546.4568
0.3631,9559.0245
0.3757,10559.3333
0.3202,9510.8997
0.2666,8685.5077
0.3365,9221.2007
0.3618,10176.4789
0.4118,10214.278
0.3657,9894.8636
0.3715,10051.1731
0.373,9879.0255
0.3687,9112.8438
0.3967,10259.5278
0.3904,10190.4244
0.3559,11172.6054
0.3602,9868.4177
0.368,10165.6437
0.3887,11106.8385
0.3524,10172.3821
0.4076,10465.1674
0.371,10268.6511
0.2936,9618.5304
0.3757,10226.0078
0.4553,9449.0327
0.3357,9085.272
0.3305,9759.8764
0.3774,10637.2532
0.3914,11071.7326
0.3071,9152.0334
0.3586,10574.3333
0.3105,10972.434
0.3634,10853.8864
0.3873,10272.5253
0.3728,10105.5756
0.3073,8979.3472
0.3875,9872.5272
0.3178,9829.6288
0.3189,10066.9878
0.393,9909.2742
0.3852,9311.0074
0.3969,9205.7378
0.3108,9581.9801
0.3836,10425.0205
0.3619,10627.7057
0.3686,10722.6425
0.3033,9256.5955
0.3857,10014.5811
0.3615,9622.8077
0.3531,9954.9338
0.433,10343.03
0.379,9963.0973
0.3738,10574.8462
0.3721,9398.4011
0.3872,10627.39
0.3975,10169.9098
0.3131,10211.2797
0.3829,10120.6696
0.3524,8861.9911
0.396,9307.615
0.3419,10443.2432
0.3357,9848.457
0.3707,10100.4182
0.3533,10159.842
0.3328,9824.7963
0.3227,11338.8909
0.3684,9500.9795
0.373,9726.2455
0.3411,9085.6593
0.3341,8585.7449
0.3747,10414.4406
0.4168,9839.1742
0.3876,9046.2051
0.3754,10444.0397
0.2195,7160.5684
0.3825,9531.5948
0.4108,7937.8182
0.3747,11253.0181
0.3552,9766.3515
0.3249,10616.3143
0.3755,8353.3711
0.4072,10002.1
0.3818,10634.1993
0.387,11470.0471
0.3696,11534.3779
0.4032,10245.9773
0.364,11296.9541
0.3424,11779.3805
0.3774,10155.4344
0.3991,10521.486
0.4071,10163.2896
0.3778,10044.028
0.3898,9057.5333
0.3932,10031.9304
0.362,9809.0997
0.3681,9886.5653
0.3214,11105.0101
0.3914,10266.4072
0.3593,10185.2876
0.3579,9408.9733
0.3587,9845.9652
0.3375,9994.9835
0.3389,9445.9447
0.3384,12308.3414
0.3061,9565.8109
0.3232,9320.0158
0.3394,9888.7165
0.4029,10289.9407
0.375,10648.7299
0.3657,9272.3523
0.3177,11504.4347
0.3286,9081.3346
0.3672,10390.5532
0.3479,10274.3699
0.3464,9845.2265
0.2429,7509.4512
0.3796,10438.3969
0.3607,11799.3459
0.3347,10104.8352
0.4077,11345.2388
0.3339,9895.2561
0.3773,10196.2129
0.3333,10467.0642
0.3758,10953.2405
0.329,8841.3949
0.4294,10532.9725
0.3196,10568.8431
0.3748,10267.4178
0.3495,10695.9917
0.3738,9870.0928
0.37,10090.7481
0.4032,10511.0571
0.4256,9926.2054
0.243,9637.8393
0.3655,10311.1738
0.39,9154.1653
0.3465,9143.0456
0.3648,8623.3636
0.3439,10638.7378
0.3161,10117.4105
0.3534,11100.0251
0.3619,10240.7338
0.3344,9749.8601
0.3578,10337.7594
0.3218,10499.4462
0.394,10162.3294
0.361,10809.3907
0.3628,9481.03
0.3772,10816.8772
0.3506,8873.6715
0.3492,10787.2487
0.3257,8487.0622
0.3784,9235.8784
0.3088,9814.5536
0.3877,9175.2486
0.4387,10760.0227
0.3575,11751.2381
0.378,9633.2127
0.3273,9711.4517
0.368,10456.0349
0.3706,9120.3435
0.3596,10572.8042
0.4056,9983.3057
0.3805,10793.2475
0.421,10766.6319
0.359,10558.398
0.3576,10075.5807
0.3494,9485.4388
0.3609,10221.3582
0.3082,10119.9506
0.2523,7459.8145
0.3747,10550.4029
0.3379,8777.9939
0.3249,8528.0963
0.3579,10809.015
0.3225,9154.7353
0.3547,9710.3391
0.3778,8971.2
0.3479,9328.021
0.4464,9314.2593
0.3632,9032.9904
0.3547,10572.8209
0.3773,11235.7723
0.3496,10298.4664
0.3478,9892.822
0.4109,10716.7781
0.409,11052.6926
0.3671,10423.4646
0.349,9615.1148
0.4123,10888.4086
0.3829,11536.9577
0.359,12598.3043
0.374,10401.4652
0.3735,10778.0699
0.3505,8515.3558
0.3651,9093.9339
0.3581,10215.1088
0.3528,9354.4291
0.2736,8431.2733
0.3523,9458.3965
0.4142,9975.4982
0.3383,9754.8959
0.3592,9847.1227
0.3435,9494.6827
0.3678,9746.9149
0.4641,10617.3514
0.3363,8682.3082
0.3168,10280.1071
0.3371,10164.2919
0.3748,9011.6094
0.3734,9890.0321
0.3492,11064.965
0.3681,10272.4392
0.3512,8567.4965
0.3269,9643.7782
0.2397,9154.4452
0.3419,9517.9211
0.3468,9092.243
0.3436,8190.6013
